A.Ilyin, Y.Pronina  Curved pipes subjected to mechanochemical corrosion under pressure: Analytical and numerical estimates of the lifetime ;;;
Data set for constructing the error maps presented in Figure 7;;;
Error_1 is for Figure 7(a), Error_2 is for Figure 7(b), ;;;
##################################;;;
R/ro;h/ro;Error_1;Error_2
12.9;0.0222;1.0737;-1.1006
12.9;0.0227;1.1068;-1.1357
12.9;0.0233;1.1423;-1.1726
12.9;0.0238;1.1779;-1.2099
12.9;0.0244;1.2155;-1.2488
12.9;0.0250;1.2540;-1.2896
12.9;0.0256;1.2957;-1.3335
12.9;0.0263;1.3375;-1.3805
12.9;0.0270;1.3801;-1.4252
12.9;0.0278;1.4250;-1.4714
12.9;0.0286;1.4714;-1.5198
12.9;0.0294;1.5192;-1.5702
12.9;0.0303;1.6888;-1.7253
12.9;0.0313;1.7421;-1.7930
12.9;0.0323;1.7940;-1.8592
12.9;0.0333;1.8522;-1.9176
12.9;0.0345;1.9134;-1.9868
12.9;0.0357;1.9669;-2.0433
12.9;0.0370;2.0257;-2.1051
12.9;0.0385;2.0848;-2.1683
12.9;0.0400;2.1471;-2.2332
12.9;0.0417;2.2989;-2.3994
12.9;0.0435;2.3564;-2.4594
12.9;0.0455;2.4149;-2.5209
12.9;0.0476;2.4696;-2.5769
12.9;0.0500;2.5215;-2.6298
12.9;0.0526;2.6469;-2.7494
12.9;0.0556;2.6807;-2.7875
12.9;0.0588;2.7159;-2.8174
12.9;0.0625;2.7925;-2.8809
12.9;0.0667;2.8069;-2.8750
12.9;0.0714;2.8395;-2.8909
12.9;0.0769;2.8155;-2.8338
12.9;0.0833;2.8062;-2.7767
12.9;0.0909;2.7682;-2.6685
12.9;0.1000;2.6721;-2.4774
12.9;0.1111;2.5990;-2.2702
12.9;0.1250;2.4728;-1.9506
12.9;0.1429;2.3545;-1.5319
12.9;0.1667;2.2433;-0.9399
12.9;0.2000;2.2251;-0.0641
13;0.0200;0.7474;-0.7629
13;0.0204;0.7983;-0.8155
13;0.0208;0.9556;-0.9798
13;0.0213;1.0111;-1.0352
13;0.0217;1.0427;-1.0680
13;0.0222;1.0774;-1.1044
13;0.0227;1.1103;-1.1393
13;0.0233;1.1458;-1.1757
13;0.0238;1.1813;-1.2129
13;0.0244;1.2184;-1.2518
13;0.0250;1.2568;-1.2922
13;0.0256;1.2982;-1.3359
13;0.0263;1.3395;-1.3826
13;0.0270;1.3825;-1.4263
13;0.0278;1.4266;-1.4729
13;0.0286;1.4724;-1.5209
13;0.0294;1.5198;-1.5707
13;0.0303;1.6890;-1.7254
13;0.0313;1.7416;-1.7925
13;0.0323;1.7930;-1.8582
13;0.0333;1.8503;-1.9157
13;0.0345;1.9110;-1.9840
13;0.0357;1.9636;-2.0398
13;0.0370;2.0218;-2.1008
13;0.0385;2.0801;-2.1628
13;0.0400;2.1413;-2.2264
13;0.0417;2.2916;-2.3912
13;0.0435;2.3481;-2.4496
13;0.0455;2.4051;-2.5099
13;0.0476;2.4587;-2.5645
13;0.0500;2.5093;-2.6153
13;0.0526;2.6328;-2.7349
13;0.0556;2.6661;-2.7674
13;0.0588;2.7018;-2.7963
13;0.0625;2.7707;-2.8579
13;0.0667;2.7851;-2.8499
13;0.0714;2.8157;-2.8633
13;0.0769;2.7901;-2.8042
13;0.0833;2.7844;-2.7475
13;0.0909;2.7403;-2.6356
13;0.1000;2.6435;-2.4436
13;0.1111;2.5706;-2.2391
13;0.1250;2.4447;-1.9171
13;0.1429;2.3282;-1.5004
13;0.1667;2.2195;-0.9091
13;0.2000;2.2052;-0.0370
13.1;0.0200;0.7514;-0.7669
13.1;0.0204;0.8017;-0.8189
13.1;0.0208;0.9594;-0.9838
13.1;0.0213;1.0149;-1.0389
13.1;0.0217;1.0463;-1.0717
13.1;0.0222;1.0808;-1.1079
13.1;0.0227;1.1136;-1.1427
13.1;0.0233;1.1491;-1.1791
13.1;0.0238;1.1844;-1.2160
13.1;0.0244;1.2212;-1.2546
13.1;0.0250;1.2594;-1.2947
13.1;0.0256;1.3005;-1.3383
13.1;0.0263;1.3415;-1.3846
13.1;0.0270;1.3842;-1.4280
13.1;0.0278;1.4279;-1.4742
13.1;0.0286;1.4734;-1.5218
13.1;0.0294;1.5204;-1.5711
13.1;0.0303;1.6889;-1.7250
13.1;0.0313;1.7411;-1.7917
13.1;0.0323;1.7918;-1.8568
13.1;0.0333;1.8486;-1.9134
13.1;0.0345;1.9084;-1.9813
13.1;0.0357;1.9604;-2.0361
13.1;0.0370;2.0176;-2.0959
13.1;0.0385;2.0753;-2.1571
13.1;0.0400;2.1354;-2.2197
13.1;0.0417;2.2845;-2.3831
13.1;0.0435;2.3397;-2.4399
13.1;0.0455;2.3957;-2.4989
13.1;0.0476;2.4477;-2.5516
13.1;0.0500;2.4966;-2.6008
13.1;0.0526;2.6178;-2.7163
13.1;0.0556;2.6505;-2.7492
13.1;0.0588;2.6843;-2.7758
13.1;0.0625;2.7513;-2.8356
13.1;0.0667;2.7640;-2.8246
13.1;0.0714;2.7927;-2.8362
13.1;0.0769;2.7656;-2.7742
13.1;0.0833;2.7526;-2.7141
13.1;0.0909;2.7128;-2.6023
13.1;0.1000;2.6153;-2.4104
13.1;0.1111;2.5417;-2.2021
13.1;0.1250;2.4173;-1.8827
13.1;0.1429;2.3028;-1.4678
13.1;0.1667;2.1969;-0.8811
13.1;0.2000;2.1847;-0.0132
13.2;0.0200;0.7550;-0.7707
13.2;0.0204;0.8065;-0.8238
13.2;0.0208;0.9630;-0.9877
13.2;0.0213;1.0185;-1.0428
13.2;0.0217;1.0498;-1.0753
13.2;0.0222;1.0843;-1.1114
13.2;0.0227;1.1169;-1.1460
13.2;0.0233;1.1521;-1.1823
13.2;0.0238;1.1872;-1.2189
13.2;0.0244;1.2237;-1.2574
13.2;0.0250;1.2616;-1.2972
13.2;0.0256;1.3025;-1.3405
13.2;0.0263;1.3434;-1.3867
13.2;0.0270;1.3858;-1.4297
13.2;0.0278;1.4293;-1.4755
13.2;0.0286;1.4744;-1.5226
13.2;0.0294;1.5207;-1.5715
13.2;0.0303;1.6887;-1.7249
13.2;0.0313;1.7404;-1.7907
13.2;0.0323;1.7906;-1.8543
13.2;0.0333;1.8508;-1.9161
13.2;0.0345;1.9043;-1.9771
13.2;0.0357;1.9608;-2.0363
13.2;0.0370;2.0140;-2.0924
13.2;0.0385;2.0758;-2.1581
13.2;0.0400;2.1293;-2.2128
13.2;0.0417;2.2772;-2.3747
13.2;0.0435;2.3360;-2.4303
13.2;0.0455;2.3858;-2.4880
13.2;0.0476;2.4367;-2.5387
13.2;0.0500;2.4843;-2.5863
13.2;0.0526;2.6042;-2.7018
13.2;0.0556;2.6343;-2.7302
13.2;0.0588;2.6636;-2.7526
13.2;0.0625;2.7325;-2.8123
13.2;0.0667;2.7405;-2.7999
13.2;0.0714;2.7726;-2.8098
13.2;0.0769;2.7413;-2.7510
13.2;0.0833;2.7266;-2.6832
13.2;0.0909;2.6847;-2.5706
13.2;0.1000;2.5876;-2.3765
13.2;0.1111;2.5123;-2.1696
13.2;0.1250;2.3881;-1.8504
13.2;0.1429;2.2755;-1.4375
13.2;0.1667;2.1738;-0.8514
13.2;0.2000;2.1659;0.0127
13.3;0.0200;0.7589;-0.7745
13.3;0.0204;0.8079;-0.8293
13.3;0.0208;0.9668;-0.9913
13.3;0.0213;1.0213;-1.0470
13.3;0.0217;1.0527;-1.0795
13.3;0.0222;1.0874;-1.1149
13.3;0.0227;1.1200;-1.1494
13.3;0.0233;1.1546;-1.1856
13.3;0.0238;1.1897;-1.2221
13.3;0.0244;1.2264;-1.2601
13.3;0.0250;1.2641;-1.2998
13.3;0.0256;1.3047;-1.3426
13.3;0.0263;1.3451;-1.3885
13.3;0.0270;1.3867;-1.4319
13.3;0.0278;1.4303;-1.4764
13.3;0.0286;1.4751;-1.5234
13.3;0.0294;1.5211;-1.5718
13.3;0.0303;1.6884;-1.7244
13.3;0.0313;1.7395;-1.7897
13.3;0.0323;1.7893;-1.8526
13.3;0.0333;1.8489;-1.9138
13.3;0.0345;1.9017;-1.9737
13.3;0.0357;1.9572;-2.0325
13.3;0.0370;2.0099;-2.0878
13.3;0.0385;2.0706;-2.1522
13.3;0.0400;2.1234;-2.2059
13.3;0.0417;2.2695;-2.3663
13.3;0.0435;2.3274;-2.4203
13.3;0.0455;2.3761;-2.4766
13.3;0.0476;2.4255;-2.5259
13.3;0.0500;2.4720;-2.5724
13.3;0.0526;2.5900;-2.6849
13.3;0.0556;2.6171;-2.7137
13.3;0.0588;2.6462;-2.7325
13.3;0.0625;2.7132;-2.7897
13.3;0.0667;2.7203;-2.7757
13.3;0.0714;2.7492;-2.7831
13.3;0.0769;2.7172;-2.7222
13.3;0.0833;2.7064;-2.6548
13.3;0.0909;2.6578;-2.5384
13.3;0.1000;2.5603;-2.3445
13.3;0.1111;2.4855;-2.1376
13.3;0.1250;2.3633;-1.8171
13.3;0.1429;2.2476;-1.4060
13.3;0.1667;2.1502;-0.8246
13.3;0.2000;2.1465;0.0353
13.4;0.0200;0.7625;-0.7781
13.4;0.0204;0.8140;-0.8316
13.4;0.0208;0.9682;-0.9967
13.4;0.0213;1.0254;-1.0500
13.4;0.0217;1.0566;-1.0824
13.4;0.0222;1.0907;-1.1182
13.4;0.0227;1.1229;-1.1524
13.4;0.0233;1.1579;-1.1882
13.4;0.0238;1.1926;-1.2247
13.4;0.0244;1.2289;-1.2625
13.4;0.0250;1.2663;-1.3018
13.4;0.0256;1.3066;-1.3446
13.4;0.0263;1.3468;-1.3900
13.4;0.0270;1.3886;-1.4324
13.4;0.0278;1.4314;-1.4774
13.4;0.0286;1.4756;-1.5238
13.4;0.0294;1.5213;-1.5720
13.4;0.0303;1.6880;-1.7238
13.4;0.0313;1.7386;-1.7888
13.4;0.0323;1.7877;-1.8508
13.4;0.0333;1.8466;-1.9113
13.4;0.0345;1.8989;-1.9705
13.4;0.0357;1.9539;-2.0282
13.4;0.0370;2.0056;-2.0826
13.4;0.0385;2.0654;-2.1461
13.4;0.0400;2.1171;-2.1988
13.4;0.0417;2.2620;-2.3576
13.4;0.0435;2.3187;-2.4108
13.4;0.0455;2.3665;-2.4653
13.4;0.0476;2.4144;-2.5131
13.4;0.0500;2.4591;-2.5579
13.4;0.0526;2.5769;-2.6703
13.4;0.0556;2.6025;-2.6940
13.4;0.0588;2.6289;-2.7124
13.4;0.0625;2.6940;-2.7675
13.4;0.0667;2.7008;-2.7506
13.4;0.0714;2.7267;-2.7561
13.4;0.0769;2.6933;-2.6939
13.4;0.0833;2.6809;-2.6230
13.4;0.0909;2.6313;-2.5068
13.4;0.1000;2.5334;-2.3118
13.4;0.1111;2.4561;-2.1049
13.4;0.1250;2.3368;-1.7859
13.4;0.1429;2.2264;-1.3768
13.4;0.1667;2.1295;-0.7961
13.4;0.2000;2.1287;0.0600
13.5;0.0200;0.7659;-0.7818
13.5;0.0204;0.8171;-0.8348
13.5;0.0208;0.9738;-0.9986
13.5;0.0213;1.0288;-1.0534
13.5;0.0217;1.0598;-1.0857
13.5;0.0222;1.0937;-1.1213
13.5;0.0227;1.1259;-1.1554
13.5;0.0233;1.1605;-1.1909
13.5;0.0238;1.1952;-1.2273
13.5;0.0244;1.2311;-1.2650
13.5;0.0250;1.2685;-1.3041
13.5;0.0256;1.3083;-1.3465
13.5;0.0263;1.3485;-1.3917
13.5;0.0270;1.3898;-1.4337
13.5;0.0278;1.4323;-1.4785
13.5;0.0286;1.4762;-1.5242
13.5;0.0294;1.5215;-1.5718
13.5;0.0303;1.6874;-1.7231
13.5;0.0313;1.7376;-1.7875
13.5;0.0323;1.7860;-1.8489
13.5;0.0333;1.8445;-1.9087
13.5;0.0345;1.8959;-1.9671
13.5;0.0357;1.9501;-2.0240
13.5;0.0370;2.0012;-2.0775
13.5;0.0385;2.0600;-2.1400
13.5;0.0400;2.1107;-2.1917
13.5;0.0417;2.2545;-2.3490
13.5;0.0435;2.3099;-2.4005
13.5;0.0455;2.3563;-2.4541
13.5;0.0476;2.4031;-2.5003
13.5;0.0500;2.4467;-2.5434
13.5;0.0526;2.5613;-2.6522
13.5;0.0556;2.5869;-2.6755
13.5;0.0588;2.6116;-2.6921
13.5;0.0625;2.6737;-2.7452
13.5;0.0667;2.6802;-2.7267
13.5;0.0714;2.7044;-2.7296
13.5;0.0769;2.6689;-2.6662
13.5;0.0833;2.6558;-2.5938
13.5;0.0909;2.6052;-2.4767
13.5;0.1000;2.5061;-2.2808
13.5;0.1111;2.4317;-2.0727
13.5;0.1250;2.3098;-1.7553
13.5;0.1429;2.2018;-1.3464
13.5;0.1667;2.1066;-0.7682
13.5;0.2000;2.1105;0.0842
13.6;0.0200;0.7695;-0.7852
13.6;0.0204;0.8187;-0.8404
13.6;0.0208;0.9770;-1.0021
13.6;0.0213;1.0315;-1.0574
13.6;0.0217;1.0623;-1.0894
13.6;0.0222;1.0967;-1.1243
13.6;0.0227;1.1287;-1.1582
13.6;0.0233;1.1629;-1.1939
13.6;0.0238;1.1973;-1.2298
13.6;0.0244;1.2335;-1.2672
13.6;0.0250;1.2704;-1.3062
13.6;0.0256;1.3102;-1.3481
13.6;0.0263;1.3499;-1.3932
13.6;0.0270;1.3902;-1.4356
13.6;0.0278;1.4330;-1.4790
13.6;0.0286;1.4765;-1.5247
13.6;0.0294;1.5216;-1.5718
13.6;0.0303;1.6868;-1.7223
13.6;0.0313;1.7364;-1.7860
13.6;0.0323;1.7844;-1.8467
13.6;0.0333;1.8421;-1.9058
13.6;0.0345;1.8931;-1.9639
13.6;0.0357;1.9464;-2.0199
13.6;0.0370;1.9967;-2.0726
13.6;0.0385;2.0545;-2.1341
13.6;0.0400;2.1045;-2.1843
13.6;0.0417;2.2468;-2.3400
13.6;0.0435;2.3010;-2.3906
13.6;0.0455;2.3465;-2.4423
13.6;0.0476;2.3919;-2.4875
13.6;0.0500;2.4344;-2.5289
13.6;0.0526;2.5471;-2.6357
13.6;0.0556;2.5697;-2.6593
13.6;0.0588;2.5945;-2.6723
13.6;0.0625;2.6565;-2.7227
13.6;0.0667;2.6591;-2.7026
13.6;0.0714;2.6822;-2.7037
13.6;0.0769;2.6455;-2.6381
13.6;0.0833;2.6246;-2.5641
13.6;0.0909;2.5794;-2.4462
13.6;0.1000;2.4802;-2.2503
13.6;0.1111;2.4056;-2.0424
13.6;0.1250;2.2848;-1.7251
13.6;0.1429;2.1753;-1.3183
13.6;0.1667;2.0850;-0.7429
13.6;0.2000;2.0939;0.1079
13.7;0.0200;0.7725;-0.7891
13.7;0.0204;0.9330;-0.9559
13.7;0.0208;0.8744;-0.8950
13.7;0.0213;1.0351;-1.0600
13.7;0.0217;1.0658;-1.0921
13.7;0.0222;1.0996;-1.1273
13.7;0.0227;1.1315;-1.1611
13.7;0.0233;1.1659;-1.1964
13.7;0.0238;1.1999;-1.2322
13.7;0.0244;1.2354;-1.2694
13.7;0.0250;1.2724;-1.3080
13.7;0.0256;1.3117;-1.3500
13.7;0.0263;1.3512;-1.3946
13.7;0.0270;1.3919;-1.4359
13.7;0.0278;1.4337;-1.4797
13.7;0.0286;1.4770;-1.5249
13.7;0.0294;1.5214;-1.5714
13.7;0.0303;1.6892;-1.7207
13.7;0.0313;1.7330;-1.7890
13.7;0.0323;1.7826;-1.8448
13.7;0.0333;1.8396;-1.9031
13.7;0.0345;1.8899;-1.9600
13.7;0.0357;1.9423;-2.0156
13.7;0.0370;1.9921;-2.0673
13.7;0.0385;2.0489;-2.1278
13.7;0.0400;2.0979;-2.1769
13.7;0.0417;2.2391;-2.3315
13.7;0.0435;2.2925;-2.3808
13.7;0.0455;2.3362;-2.4311
13.7;0.0476;2.3806;-2.4747
13.7;0.0500;2.4215;-2.5143
13.7;0.0526;2.5341;-2.6209
13.7;0.0556;2.5553;-2.6393
13.7;0.0588;2.5768;-2.6523
13.7;0.0625;2.6376;-2.7007
13.7;0.0667;2.6388;-2.6783
13.7;0.0714;2.6596;-2.6782
13.7;0.0769;2.6217;-2.6114
13.7;0.0833;2.6040;-2.5368
13.7;0.0909;2.5541;-2.4161
13.7;0.1000;2.4538;-2.2192
13.7;0.1111;2.3770;-2.0113
13.7;0.1250;2.2581;-1.6955
13.7;0.1429;2.1541;-1.2908
13.7;0.1667;2.0629;-0.7161
13.7;0.2000;2.0810;0.1310
13.8;0.0200;0.7763;-0.7919
13.8;0.0204;0.8274;-0.8454
13.8;0.0208;0.9836;-1.0088
13.8;0.0213;1.0383;-1.0631
13.8;0.0217;1.0689;-1.0950
13.8;0.0222;1.1025;-1.1301
13.8;0.0227;1.1340;-1.1638
13.8;0.0233;1.1682;-1.1989
13.8;0.0238;1.2023;-1.2345
13.8;0.0244;1.2375;-1.2715
13.8;0.0250;1.2741;-1.3100
13.8;0.0256;1.3132;-1.3515
13.8;0.0263;1.3524;-1.3957
13.8;0.0270;1.3930;-1.4368
13.8;0.0278;1.4342;-1.4803
13.8;0.0286;1.4770;-1.5250
13.8;0.0294;1.5211;-1.5712
13.8;0.0303;1.6852;-1.7205
13.8;0.0313;1.7338;-1.7830
13.8;0.0323;1.7804;-1.8436
13.8;0.0333;1.8329;-1.8953
13.8;0.0345;1.8858;-1.9559
13.8;0.0357;1.9347;-2.0068
13.8;0.0370;1.9876;-2.0618
13.8;0.0385;2.0396;-2.1151
13.8;0.0400;2.0915;-2.1697
13.8;0.0417;2.2314;-2.3226
13.8;0.0435;2.2831;-2.3706
13.8;0.0455;2.3260;-2.4198
13.8;0.0476;2.3693;-2.4618
13.8;0.0500;2.4091;-2.5002
13.8;0.0526;2.5185;-2.6031
13.8;0.0556;2.5398;-2.6211
13.8;0.0588;2.5554;-2.6309
13.8;0.0625;2.6189;-2.6792
13.8;0.0667;2.6167;-2.6552
13.8;0.0714;2.6379;-2.6525
13.8;0.0769;2.5966;-2.5816
13.8;0.0833;2.5798;-2.5091
13.8;0.0909;2.5283;-2.3855
13.8;0.1000;2.4289;-2.1886
13.8;0.1111;2.3532;-1.9807
13.8;0.1250;2.2371;-1.6665
13.8;0.1429;2.1325;-1.2619
13.8;0.1667;2.0438;-0.6919
13.8;0.2000;2.0635;0.1535
13.9;0.0200;0.7790;-0.7957
13.9;0.0204;0.8308;-0.8487
13.9;0.0208;0.9866;-1.0119
13.9;0.0213;1.0412;-1.0662
13.9;0.0217;1.0717;-1.0980
13.9;0.0222;1.1051;-1.1329
13.9;0.0227;1.1367;-1.1664
13.9;0.0233;1.1705;-1.2012
13.9;0.0238;1.2044;-1.2366
13.9;0.0244;1.2395;-1.2734
13.9;0.0250;1.2756;-1.3117
13.9;0.0256;1.3148;-1.3530
13.9;0.0263;1.3535;-1.3970
13.9;0.0270;1.3938;-1.4375
13.9;0.0278;1.4348;-1.4805
13.9;0.0286;1.4770;-1.5249
13.9;0.0294;1.5209;-1.5709
13.9;0.0303;1.6844;-1.7192
13.9;0.0313;1.7324;-1.7813
13.9;0.0323;1.7784;-1.8413
13.9;0.0333;1.8305;-1.8925
13.9;0.0345;1.8826;-1.9519
13.9;0.0357;1.9307;-2.0023
13.9;0.0370;1.9828;-2.0563
13.9;0.0385;2.0342;-2.1086
13.9;0.0400;2.0847;-2.1624
13.9;0.0417;2.2235;-2.3137
13.9;0.0435;2.2745;-2.3603
13.9;0.0455;2.3157;-2.4081
13.9;0.0476;2.3581;-2.4489
13.9;0.0500;2.3963;-2.4855
13.9;0.0526;2.5035;-2.5846
13.9;0.0556;2.5239;-2.6033
13.9;0.0588;2.5457;-2.6152
13.9;0.0625;2.5991;-2.6568
13.9;0.0667;2.5980;-2.6311
13.9;0.0714;2.6164;-2.6272
13.9;0.0769;2.5740;-2.5550
13.9;0.0833;2.5559;-2.4799
13.9;0.0909;2.5038;-2.3564
13.9;0.1000;2.4036;-2.1597
13.9;0.1111;2.3280;-1.9506
13.9;0.1250;2.2107;-1.6363
13.9;0.1429;2.1061;-1.2354
13.9;0.1667;2.0242;-0.6661
13.9;0.2000;2.0457;0.1756
14;0.0200;0.7825;-0.7988
14;0.0204;0.9442;-0.9652
14;0.0208;0.8838;-0.9048
14;0.0213;1.0434;-1.0697
14;0.0217;1.0738;-1.1012
14;0.0222;1.1078;-1.1357
14;0.0227;1.1389;-1.1689
14;0.0233;1.1724;-1.2039
14;0.0238;1.2061;-1.2389
14;0.0244;1.2413;-1.2753
14;0.0250;1.2774;-1.3133
14;0.0256;1.3162;-1.3542
14;0.0263;1.3547;-1.3979
14;0.0270;1.3938;-1.4388
14;0.0278;1.4350;-1.4809
14;0.0286;1.4772;-1.5247
14;0.0294;1.5203;-1.5704
14;0.0303;1.6853;-1.7194
14;0.0313;1.7286;-1.7837
14;0.0323;1.7762;-1.8387
14;0.0333;1.8276;-1.8895
14;0.0345;1.8793;-1.9480
14;0.0357;1.9267;-1.9979
14;0.0370;1.9779;-2.0505
14;0.0385;2.0283;-2.1021
14;0.0400;2.0783;-2.1548
14;0.0417;2.2157;-2.3043
14;0.0435;2.2655;-2.3500
14;0.0455;2.3058;-2.3968
14;0.0476;2.3468;-2.4359
14;0.0500;2.3840;-2.4712
14;0.0526;2.4896;-2.5683
14;0.0556;2.5071;-2.5872
14;0.0588;2.5217;-2.5922
14;0.0625;2.5795;-2.6356
14;0.0667;2.5783;-2.6082
14;0.0714;2.5945;-2.6016
14;0.0769;2.5510;-2.5280
14;0.0833;2.5285;-2.4502
14;0.0909;2.4788;-2.3278
14;0.1000;2.3788;-2.1300
14;0.1111;2.3045;-1.9236
14;0.1250;2.1864;-1.6082
14;0.1429;2.0864;-1.2075
14;0.1667;2.0025;-0.6429
14;0.2000;2.0295;0.1944
14.1;0.0200;0.7853;-0.8021
14.1;0.0204;0.8373;-0.8555
14.1;0.0208;0.9927;-1.0180
14.1;0.0213;1.0469;-1.0720
14.1;0.0217;1.0772;-1.1035
14.1;0.0222;1.1102;-1.1381
14.1;0.0227;1.1414;-1.1713
14.1;0.0233;1.1750;-1.2059
14.1;0.0238;1.2083;-1.2407
14.1;0.0244;1.2430;-1.2771
14.1;0.0250;1.2788;-1.3146
14.1;0.0256;1.3173;-1.3555
14.1;0.0263;1.3557;-1.3987
14.1;0.0270;1.3950;-1.4388
14.1;0.0278;1.4353;-1.4812
14.1;0.0286;1.4770;-1.5247
14.1;0.0294;1.5197;-1.5697
14.1;0.0303;1.6822;-1.7168
14.1;0.0313;1.7290;-1.7774
14.1;0.0323;1.7742;-1.8362
14.1;0.0333;1.8246;-1.8862
14.1;0.0345;1.8756;-1.9442
14.1;0.0357;1.9225;-1.9927
14.1;0.0370;1.9729;-2.0451
14.1;0.0385;2.0224;-2.0957
14.1;0.0400;2.0714;-2.1472
14.1;0.0417;2.2078;-2.2955
14.1;0.0435;2.2564;-2.3397
14.1;0.0455;2.2955;-2.3849
14.1;0.0476;2.3356;-2.4229
14.1;0.0500;2.3712;-2.4569
14.1;0.0526;2.4757;-2.5537
14.1;0.0556;2.4914;-2.5709
14.1;0.0588;2.5045;-2.5722
14.1;0.0625;2.5630;-2.6141
14.1;0.0667;2.5581;-2.5850
14.1;0.0714;2.5735;-2.5765
14.1;0.0769;2.5290;-2.5023
14.1;0.0833;2.5045;-2.4229
14.1;0.0909;2.4543;-2.2996
14.1;0.1000;2.3535;-2.1008
14.1;0.1111;2.2795;-1.8931
14.1;0.1250;2.1616;-1.5806
14.1;0.1429;2.0649;-1.1819
14.1;0.1667;1.9855;-0.6180
14.1;0.2000;2.0149;0.2155
14.2;0.0200;0.7887;-0.8051
14.2;0.0204;0.8410;-0.8591
14.2;0.0208;0.9935;-1.0228
14.2;0.0213;1.0495;-1.0750
14.2;0.0217;1.0798;-1.1063
14.2;0.0222;1.1126;-1.1407
14.2;0.0227;1.1435;-1.1737
14.2;0.0233;1.1771;-1.2078
14.2;0.0238;1.2103;-1.2427
14.2;0.0244;1.2447;-1.2789
14.2;0.0250;1.2802;-1.3162
14.2;0.0256;1.3184;-1.3565
14.2;0.0263;1.3562;-1.3994
14.2;0.0270;1.3956;-1.4392
14.2;0.0278;1.4357;-1.4813
14.2;0.0286;1.4769;-1.5242
14.2;0.0294;1.5191;-1.5688
14.2;0.0303;1.6807;-1.7153
14.2;0.0313;1.7272;-1.7755
14.2;0.0323;1.7718;-1.8335
14.2;0.0333;1.8219;-1.8826
14.2;0.0345;1.8721;-1.9401
14.2;0.0357;1.9183;-1.9881
14.2;0.0370;1.9678;-2.0394
14.2;0.0385;2.0165;-2.0889
14.2;0.0400;2.0649;-2.1396
14.2;0.0417;2.1995;-2.2861
14.2;0.0435;2.2474;-2.3294
14.2;0.0455;2.2852;-2.3736
14.2;0.0476;2.3244;-2.4103
14.2;0.0500;2.3586;-2.4424
14.2;0.0526;2.4609;-2.5360
14.2;0.0556;2.4774;-2.5496
14.2;0.0588;2.4946;-2.5565
14.2;0.0625;2.5443;-2.5931
14.2;0.0667;2.5381;-2.5623
14.2;0.0714;2.5521;-2.5526
14.2;0.0769;2.5066;-2.4762
14.2;0.0833;2.4818;-2.3932
14.2;0.0909;2.4302;-2.2709
14.2;0.1000;2.3298;-2.0733
14.2;0.1111;2.2551;-1.8643
14.2;0.1250;2.1402;-1.5534
14.2;0.1429;2.0401;-1.1550
14.2;0.1667;1.9664;-0.5958
14.2;0.2000;2.0000;0.2361
14.3;0.0200;0.7915;-0.8080
14.3;0.0204;0.8411;-0.8638
14.3;0.0208;0.9983;-1.0240
14.3;0.0213;1.0516;-1.0781
14.3;0.0217;1.0815;-1.1093
14.3;0.0222;1.1151;-1.1430
14.3;0.0227;1.1458;-1.1758
14.3;0.0233;1.1786;-1.2102
14.3;0.0238;1.2117;-1.2446
14.3;0.0244;1.2463;-1.2803
14.3;0.0250;1.2815;-1.3173
14.3;0.0256;1.3194;-1.3577
14.3;0.0263;1.3571;-1.4003
14.3;0.0270;1.3953;-1.4401
14.3;0.0278;1.4356;-1.4813
14.3;0.0286;1.4766;-1.5238
14.3;0.0294;1.5183;-1.5678
14.3;0.0303;1.6795;-1.7139
14.3;0.0313;1.7253;-1.7734
14.3;0.0323;1.7693;-1.8309
14.3;0.0333;1.8187;-1.8795
14.3;0.0345;1.8683;-1.9358
14.3;0.0357;1.9139;-1.9831
14.3;0.0370;1.9627;-2.0334
14.3;0.0385;2.0105;-2.0821
14.3;0.0400;2.0579;-2.1316
14.3;0.0417;2.1915;-2.2772
14.3;0.0435;2.2384;-2.3191
14.3;0.0455;2.2749;-2.3621
14.3;0.0476;2.3128;-2.3972
14.3;0.0500;2.3459;-2.4278
14.3;0.0526;2.4467;-2.5199
14.3;0.0556;2.4608;-2.5336
14.3;0.0588;2.4710;-2.5335
14.3;0.0625;2.5251;-2.5711
14.3;0.0667;2.5184;-2.5392
14.3;0.0714;2.5309;-2.5275
14.3;0.0769;2.4845;-2.4505
14.3;0.0833;2.4634;-2.3707
14.3;0.0909;2.4066;-2.2437
14.3;0.1000;2.3057;-2.0450
14.3;0.1111;2.2325;-1.8387
14.3;0.1250;2.1171;-1.5267
14.3;0.1429;2.0221;-1.1303
14.3;0.1667;1.9452;-0.5718
14.3;0.2000;1.9806;0.2535
14.4;0.0200;0.7944;-0.8110
14.4;0.0204;0.8461;-0.8643
14.4;0.0208;1.0009;-1.0267
14.4;0.0213;1.0549;-1.0802
14.4;0.0217;1.0845;-1.1113
14.4;0.0222;1.1171;-1.1453
14.4;0.0227;1.1479;-1.1781
14.4;0.0233;1.1809;-1.2118
14.4;0.0238;1.2138;-1.2462
14.4;0.0244;1.2476;-1.2819
14.4;0.0250;1.2828;-1.3187
14.4;0.0256;1.3204;-1.3585
14.4;0.0263;1.3577;-1.4008
14.4;0.0270;1.3964;-1.4400
14.4;0.0278;1.4355;-1.4811
14.4;0.0286;1.4762;-1.5233
14.4;0.0294;1.5177;-1.5669
