R,hr,Value1,Value2
9.9,20,-1.41246,1.36663
9.9,21,-1.47491,1.42576
9.9,22,-1.64494,1.60856
9.9,23,-1.72907,1.67763
9.9,24,-1.81273,1.74692
9.9,25,-1.89587,1.82513
9.9,26,-1.98521,1.9055
9.9,27,-2.07328,1.9876
9.9,28,-2.16262,2.06922
9.9,29,-2.2574,2.15852
9.9,30,-2.35751,2.25159
9.9,31,-2.57232,2.44845
9.9,32,-2.67905,2.54882
9.9,33,-2.79304,2.64868
9.9,34,-2.90617,2.74972
9.9,35,-3.02152,2.85447
9.9,36,-3.22227,3.04935
9.9,37,-3.33558,3.14322
9.9,38,-3.44554,3.24825
9.9,39,-3.61225,3.40138
9.9,40,-3.69884,3.49467
9.9,41,-3.82232,3.61326
9.9,42,-3.86658,3.66877
9.9,43,-3.91264,3.74216
9.9,44,-3.90099,3.77989
9.9,45,-3.78273,3.74108
9.9,46,-3.63794,3.71135
9.9,47,-3.33532,3.59775
9.9,48,-2.89456,3.4477
9.9,49,-2.22191,3.25335
9.9,50,-1.20907,3.09084
10.0,5,-0.606905,0.59416
10.0,6,-0.651555,0.637129
10.0,7,-0.814345,0.792573
10.0,8,-0.868686,0.849084
10.0,9,-0.902996,0.882227
10.0,10,-0.941348,0.918928
10.0,11,-0.978355,0.954722
10.0,12,-1.01834,0.992829
10.0,13,-1.05914,1.03207
10.0,14,-1.10253,1.07367
10.0,15,-1.14821,1.11711
10.0,16,-1.19819,1.16445
10.0,17,-1.25148,1.21377
10.0,18,-1.30401,1.26397
10.0,19,-1.36021,1.31694
10.0,20,-1.41838,1.37319
10.0,21,-1.4805,1.4319
10.0,22,-1.65056,1.61404
10.0,23,-1.73433,1.68292
10.0,24,-1.81762,1.75141
10.0,25,-1.89999,1.82909
10.0,26,-1.98851,1.90888
10.0,27,-2.07606,1.99036
10.0,28,-2.16406,2.07097
10.0,29,-2.2578,2.15918
10.0,30,-2.35676,2.25146
10.0,31,-2.5695,2.44675
10.0,32,-2.6748,2.54534
10.0,33,-2.78721,2.64368
10.0,34,-2.89757,2.74262
10.0,35,-3.01036,2.84551
10.0,36,-3.20828,3.03696
10.0,37,-3.3208,3.12896
10.0,38,-3.4266,3.23298
10.0,39,-3.58647,3.3833
10.0,40,-3.67041,3.47149
10.0,41,-3.78919,3.58558
10.0,42,-3.82791,3.6379
10.0,43,-3.87223,3.71063
10.0,44,-3.85204,3.73997
10.0,45,-3.72928,3.69831
10.0,46,-3.57881,3.66509
10.0,47,-3.27507,3.5493
10.0,48,-2.83463,3.39912
10.0,49,-2.16241,3.20786
10.0,50,-1.15564,3.05008
10.1,5,-0.613487,0.600275
10.1,6,-0.838104,0.692759
10.1,7,-0.821181,0.799175
10.1,8,-0.871909,0.857225
10.1,9,-0.89462,0.874964
10.1,10,-0.948562,0.926143
10.1,11,-0.986004,0.961442
10.1,12,-1.02342,0.998594
10.1,13,-1.06533,1.03863
10.1,14,-1.10966,1.0806
10.1,15,-1.15532,1.12396
10.1,16,-1.20527,1.17145
10.1,17,-1.25907,1.2197
10.1,18,-1.31076,1.27055
10.1,19,-1.36664,1.32316
10.1,20,-1.42505,1.37876
10.1,21,-1.48682,1.43734
10.1,22,-1.65628,1.61967
10.1,23,-1.73934,1.68783
10.1,24,-1.82185,1.75555
10.1,25,-1.90581,1.83272
10.1,26,-1.99173,1.91197
10.1,27,-2.07796,1.99254
10.1,28,-2.16376,2.07251
10.1,29,-2.26359,2.16395
10.1,30,-2.35567,2.25046
10.1,31,-2.56669,2.44457
10.1,32,-2.67283,2.54182
10.1,33,-2.78078,2.63828
10.1,34,-2.88929,2.73559
10.1,35,-2.99947,2.83669
10.1,36,-3.19334,3.02381
10.1,37,-3.30187,3.11551
10.1,38,-3.4025,3.21109
10.1,39,-3.56134,3.36283
10.1,40,-3.64109,3.44646
10.1,41,-3.75498,3.56189
10.1,42,-3.78973,3.60931
10.1,43,-3.82835,3.67556
10.1,44,-3.80234,3.70468
10.1,45,-3.67602,3.65615
10.1,46,-3.52108,3.62069
10.1,47,-3.21623,3.50196
10.1,48,-2.7743,3.35338
10.1,49,-2.10434,3.16277
10.1,50,-1.10639,3.00814
10.2,5,-0.619769,0.606487
10.2,6,-0.844866,0.699138
10.2,7,-0.827645,0.807107
10.2,8,-0.878746,0.863943
10.2,9,-0.901609,0.882037
10.2,10,-0.956176,0.932554
10.2,11,-0.993123,0.968438
10.2,12,-1.03071,1.00554
10.2,13,-1.07234,1.04553
10.2,14,-1.11685,1.08723
10.2,15,-1.1622,1.13076
10.2,16,-1.21209,1.17796
10.2,17,-1.26582,1.22615
10.2,18,-1.31744,1.27667
10.2,19,-1.37324,1.32869
10.2,20,-1.43098,1.38473
10.2,21,-1.49234,1.44267
10.2,22,-1.66144,1.62467
10.2,23,-1.74435,1.69241
10.2,24,-1.82638,1.75969
10.2,25,-1.90947,1.83609
10.2,26,-1.99445,1.91482
10.2,27,-2.08005,1.99451
10.2,28,-2.16475,2.07354
10.2,29,-2.26341,2.16432
10.2,30,-2.3542,2.24974
10.2,31,-2.56387,2.44197
10.2,32,-2.66798,2.53791
10.2,33,-2.7742,2.63294
10.2,34,-2.88026,2.72825
10.2,35,-2.98826,2.82714
10.2,36,-3.18144,3.01237
10.2,37,-3.28425,3.10085
10.2,38,-3.38166,3.19392
10.2,39,-3.53683,3.34117
10.2,40,-3.61233,3.42267
10.2,41,-3.72128,3.53437
10.2,42,-3.75199,3.57811
10.2,43,-3.78579,3.64081
10.2,44,-3.75504,3.66649
10.2,45,-3.62412,3.6137
10.2,46,-3.4674,3.57611
10.2,47,-3.15567,3.45458
10.2,48,-2.71534,3.30782
10.2,49,-2.04983,3.11975
10.2,50,-1.05306,2.97104
10.3,5,-0.625908,0.612646
10.3,6,-0.67162,0.657013
10.3,7,-0.835354,0.813067
10.3,8,-0.890013,0.869877
10.3,9,-0.924608,0.903094
10.3,10,-0.962818,0.939875
10.3,11,-0.999898,0.975535
10.3,12,-1.03973,1.01394
10.3,13,-1.0806,1.05282
10.3,14,-1.12358,1.09405
10.3,15,-1.16908,1.13733
10.3,16,-1.21861,1.1845
10.3,17,-1.27143,1.23315
10.3,18,-1.32373,1.28264
10.3,19,-1.37883,1.33512
10.3,20,-1.43613,1.39059
10.3,21,-1.49732,1.4482
10.3,22,-1.66661,1.62962
10.3,23,-1.7487,1.69699
10.3,24,-1.83017,1.76387
10.3,25,-1.91301,1.83952
10.3,26,-1.99701,1.91747
10.3,27,-2.0819,1.99631
10.3,28,-2.16546,2.07443
10.3,29,-2.26287,2.16424
10.3,30,-2.3523,2.24823
10.3,31,-2.56009,2.43936
10.3,32,-2.66255,2.53365
10.3,33,-2.76742,2.62686
10.3,34,-2.87146,2.72062
10.3,35,-2.97669,2.81781
10.3,36,-3.16562,3.00121
10.3,37,-3.26913,3.08606
10.3,38,-3.36144,3.17452
10.3,39,-3.51219,3.32236
10.3,40,-3.58334,3.39894
10.3,41,-3.68805,3.50766
10.3,42,-3.71377,3.54715
10.3,43,-3.7455,3.60796
10.3,44,-3.7069,3.62797
10.3,45,-3.57232,3.57285
10.3,46,-3.41234,3.52931
10.3,47,-3.10106,3.41076
10.3,48,-2.65772,3.25973
10.3,49,-1.99448,3.07722
10.3,50,-1.00382,2.93284
10.4,5,-0.632655,0.618601
10.4,6,-0.858431,0.711843
10.4,7,-0.842197,0.819649
10.4,8,-0.892728,0.877673
10.4,9,-0.915603,0.895538
10.4,10,-0.969779,0.946678
10.4,11,-1.0072,0.981915
10.4,12,-1.04459,1.01922
10.4,13,-1.086,1.05897
10.4,14,-1.13053,1.10064
10.4,15,-1.17566,1.14392
10.4,16,-1.2253,1.19085
10.4,17,-1.27852,1.23851
10.4,18,-1.32958,1.28873
10.4,19,-1.38451,1.34068
10.4,20,-1.4422,1.39558
10.4,21,-1.50291,1.45287
10.4,22,-1.67144,1.63429
10.4,23,-1.75298,1.70101
10.4,24,-1.83385,1.76751
10.4,25,-1.91605,1.84244
10.4,26,-1.99935,1.91963
10.4,27,-2.08311,1.99798
10.4,28,-2.16584,2.07522
10.4,29,-2.26235,2.16374
10.4,30,-2.35036,2.2467
10.4,31,-2.55665,2.43639
10.4,32,-2.6574,2.52946
10.4,33,-2.75991,2.62091
10.4,34,-2.86184,2.71319
10.4,35,-2.96525,2.80781
10.4,36,-3.14987,2.98749
10.4,37,-3.24911,3.07167
10.4,38,-3.34049,3.15939
10.4,39,-3.48739,3.30012
10.4,40,-3.55484,3.37653
10.4,41,-3.65443,3.48047
10.4,42,-3.67679,3.51647
10.4,43,-3.69772,3.57013
10.4,44,-3.66002,3.58999
10.4,45,-3.52179,3.5318
10.4,46,-3.35721,3.48865
10.4,47,-3.04465,3.36224
10.4,48,-2.6032,3.21873
10.4,49,-1.94043,3.03684
10.4,50,-0.955897,2.89757
10.5,5,-0.637993,0.624576
10.5,6,-0.864955,0.71805
10.5,7,-0.848757,0.826297
10.5,8,-0.899582,0.884358
10.5,9,-0.922311,0.902039
10.5,10,-0.977023,0.95279
10.5,11,-1.01385,0.98847
10.5,12,-1.05132,1.02558
10.5,13,-1.09282,1.06535
10.5,14,-1.13719,1.10682
10.5,15,-1.18215,1.14988
10.5,16,-1.23162,1.19683
10.5,17,-1.28465,1.2445
10.5,18,-1.33552,1.29448
10.5,19,-1.3908,1.34566
10.5,20,-1.44741,1.40055
10.5,21,-1.50787,1.45782
10.5,22,-1.67589,1.63899
10.5,23,-1.75715,1.70511
10.5,24,-1.83738,1.77065
10.5,25,-1.91854,1.8452
10.5,26,-2.00108,1.92165
10.5,27,-2.08439,1.99922
10.5,28,-2.16623,2.07561
10.5,29,-2.26138,2.16322
10.5,30,-2.34791,2.2452
10.5,31,-2.55263,2.43311
10.5,32,-2.65159,2.52458
10.5,33,-2.75261,2.61472
10.5,34,-2.85238,2.7051
10.5,35,-2.95338,2.79811
10.5,36,-3.13705,2.97557
10.5,37,-3.23151,3.05722
10.5,38,-3.32988,3.15129
10.5,39,-3.46238,3.28139
10.5,40,-3.52678,3.35363
10.5,41,-3.62201,3.45284
10.5,42,-3.63924,3.4861
10.5,43,-3.66183,3.54042
10.5,44,-3.61436,3.55343
10.5,45,-3.47249,3.4915
10.5,46,-3.30466,3.44585
10.5,47,-2.98947,3.32329
10.5,48,-2.54812,3.17528
10.5,49,-1.88764,2.9954
10.5,50,-0.906502,2.86527
10.6,5,-0.644063,0.630607
10.6,6,-0.871391,0.723949
10.6,7,-0.85458,0.833245
10.6,8,-0.906084,0.890969
10.6,9,-0.92885,0.908488
10.6,10,-0.983621,0.959292
10.6,11,-1.0205,0.995021
10.6,12,-1.05778,1.03197
10.6,13,-1.09933,1.07178
10.6,14,-1.14351,1.11307
10.6,15,-1.18851,1.15618
10.6,16,-1.23752,1.2027
10.6,17,-1.29059,1.25016
10.6,18,-1.34122,1.29992
10.6,19,-1.39625,1.35087
10.6,20,-1.45259,1.40551
10.6,21,-1.51247,1.46225
10.6,22,-1.68024,1.64319
10.6,23,-1.76085,1.70872
10.6,24,-1.84072,1.77394
10.6,25,-1.92148,1.85156
10.6,26,-2.00323,1.9239
10.6,27,-2.08495,2.00039
10.6,28,-2.16466,2.07494
10.6,29,-2.25833,2.16343
10.6,30,-2.34534,2.24301
10.6,31,-2.54975,2.42761
10.6,32,-2.646,2.51985
10.6,33,-2.74352,2.60788
10.6,34,-2.84252,2.69684
10.6,35,-2.94102,2.78782
10.6,36,-3.12365,2.96405
10.6,37,-3.21383,3.04222
10.6,38,-3.30018,3.12752
10.6,39,-3.43783,3.26044
10.6,40,-3.49763,3.32845
10.6,41,-3.58912,3.4248
10.6,42,-3.60906,3.45254
10.6,43,-3.61451,3.50117
10.6,44,-3.56881,3.5158
10.6,45,-3.42317,3.45199
10.6,46,-3.25195,3.40198
10.6,47,-2.9355,3.27972
10.6,48,-2.49424,3.13214
10.6,49,-1.83825,2.95618
10.6,50,-0.861083,2.82996
10.7,5,-0.650236,0.636159
10.7,6,-0.810548,0.791595
10.7,7,-0.750578,0.73484
10.7,8,-0.916876,0.896134
10.7,9,-0.95129,0.929289
10.7,10,-0.989539,0.966009
10.7,11,-1.02665,1.0016
10.7,12,-1.06628,1.03972
10.7,13,-1.10671,1.07852
10.7,14,-1.14946,1.1192
10.7,15,-1.19447,1.16191
10.7,16,-1.24348,1.20849
10.7,17,-1.2955,1.25651
10.7,18,-1.34665,1.30508
10.7,19,-1.40083,1.3566
10.7,20,-1.45713,1.41078
10.7,21,-1.51667,1.46703
10.7,22,-1.68539,1.64891
10.7,23,-1.76889,1.71013
10.7,24,-1.84383,1.7771
10.7,25,-1.9238,1.8541
10.7,26,-2.00506,1.92544
10.7,27,-2.08587,2.00087
10.7,28,-2.16421,2.07497
10.7,29,-2.25678,2.16261
10.7,30,-2.34261,2.2409
10.7,31,-2.54533,2.42379
10.7,32,-2.63965,2.51491
10.7,33,-2.73556,2.60129
10.7,34,-2.83275,2.68844
10.7,35,-2.92924,2.77742
10.7,36,-3.1056,2.95103
10.7,37,-3.19789,3.0267
10.7,38,-3.28074,3.11139
10.7,39,-3.41301,3.23847
10.7,40,-3.46885,3.3047
10.7,41,-3.55574,3.39836
10.7,42,-3.57205,3.4229
10.7,43,-3.57608,3.47245
10.7,44,-3.52333,3.47881
10.7,45,-3.37501,3.41331
10.7,46,-3.20175,3.36229
10.7,47,-2.88424,3.2363
10.7,48,-2.44154,3.09073
10.7,49,-1.78785,2.9176
10.7,50,-0.816859,2.79368
10.8,5,-0.655686,0.642021
10.8,6,-0.884066,0.735922
10.8,7,-0.868034,0.844823
10.8,8,-0.918737,0.903299
10.8,9,-0.941715,0.921158
10.8,10,-0.996078,0.972343
10.8,11,-1.03319,1.00738
10.8,12,-1.07047,1.04427
10.8,13,-1.11179,1.08379
10.8,14,-1.15573,1.12524
10.8,15,-1.20048,1.16781
10.8,16,-1.24921,1.214
10.8,17,-1.30174,1.26111
10.8,18,-1.35205,1.31026
10.8,19,-1.40591,1.36134
10.8,20,-1.46216,1.41478
10.8,21,-1.52134,1.4708
10.8,22,-1.68818,1.65108
10.8,23,-1.768,1.71551
10.8,24,-1.84635,1.77986
10.8,25,-1.92582,1.85594
10.8,26,-2.00617,1.92695
10.8,27,-2.086,2.00168
10.8,28,-2.16366,2.07468
10.8,29,-2.25511,2.16116
10.8,30,-2.33969,2.23855
10.8,31,-2.54066,2.41974
10.8,32,-2.63346,2.50937
10.8,33,-2.72769,2.59411
10.8,34,-2.82251,2.67992
10.8,35,-2.91637,2.76695
10.8,36,-3.09267,2.93653
10.8,37,-3.17752,3.01173
10.8,38,-3.25782,3.0921
10.8,39,-3.38787,3.21953
10.8,40,-3.44116,3.28117
10.8,41,-3.52345,3.37158
10.8,42,-3.53525,3.39298
10.8,43,-3.53488,3.43731
10.8,44,-3.47896,3.44251
10.8,45,-3.32678,3.37455
10.8,46,-3.14999,3.32159
10.8,47,-2.83256,3.19425
10.8,48,-2.38456,3.04833
10.8,49,-1.73861,2.87968
10.8,50,-0.773794,2.76449
10.9,5,-0.66157,0.647846
10.9,6,-0.890239,0.741672
10.9,7,-0.873519,0.851878
10.9,8,-0.925249,0.909682
10.9,9,-0.947974,0.927236
10.9,10,-1.00276,0.977904
10.9,11,-1.03939,1.01347
10.9,12,-1.07664,1.05025
10.9,13,-1.11768,1.08966
10.9,14,-1.16157,1.13076
10.9,15,-1.20627,1.1732
10.9,16,-1.25495,1.21949
10.9,17,-1.30715,1.26623
10.9,18,-1.35712,1.31522
10.9,19,-1.41118,1.36535
10.9,20,-1.46677,1.41914
10.9,21,-1.52555,1.47498
10.9,22,-1.69202,1.65454
10.9,23,-1.77106,1.71874
10.9,24,-1.84891,1.78225
10.9,25,-1.92749,1.85806
10.9,26,-2.00725,1.92813
10.9,27,-2.08605,2.00185
10.9,28,-2.163,2.07412
10.9,29,-2.25326,2.15945
10.9,30,-2.33654,2.23597
10.9,31,-2.5357,2.41588
10.9,32,-2.62692,2.50407
10.9,33,-2.71892,2.58724
10.9,34,-2.8123,2.67131
10.9,35,-2.904,2.75644
10.9,36,-3.07733,2.92542
10.9,37,-3.15943,2.99681
10.9,38,-3.2366,3.07454
10.9,39,-3.36379,3.19731
10.9,40,-3.41227,3.25851
10.9,41,-3.49142,3.34448
10.9,42,-3.49952,3.3635
10.9,43,-3.49088,3.40274
10.9,44,-3.43461,3.40691
10.9,45,-3.27963,3.33575
10.9,46,-3.10066,3.27991
10.9,47,-2.78198,3.15601
10.9,48,-2.34132,3.0091
10.9,49,-1.69265,2.84245
10.9,50,-0.729113,2.73239
11.0,5,-0.666666,0.653853
11.0,6,-0.780036,0.756528
11.0,7,-0.768879,0.753362
11.0,8,-0.936176,0.914709
11.0,9,-0.970721,0.947774
11.0,10,-1.00889,0.984401
11.0,11,-1.04568,1.01989
11.0,12,-1.08498,1.05769
11.0,13,-1.12529,1.09615
11.0,14,-1.16768,1.13671
11.0,15,-1.21205,1.17905
11.0,16,-1.26013,1.22452
11.0,17,-1.30956,1.27262
11.0,18,-1.36183,1.31999
11.0,19,-1.41463,1.37077
11.0,20,-1.46976,1.42337
11.0,21,-1.52775,1.47849
11.0,22,-1.69843,1.65876
11.0,23,-1.77966,1.71811
11.0,24,-1.85114,1.7846
11.0,25,-1.92948,1.85955
11.0,26,-2.0079,1.92901
11.0,27,-2.086,2.00208
11.0,28,-2.16062,2.07331
11.0,29,-2.24999,2.15787
11.0,30,-2.33314,2.23319
11.0,31,-2.53042,2.41148
11.0,32,-2.62,2.49824
11.0,33,-2.71067,2.57985
11.0,34,-2.80155,2.66221
11.0,35,-2.89102,2.74592
11.0,36,-3.05955,2.91241
11.0,37,-3.14297,2.98096
11.0,38,-3.21706,3.05823
11.0,39,-3.33794,3.17819
11.0,40,-3.38441,3.23615
11.0,41,-3.45878,3.31841
11.0,42,-3.46305,3.33378
11.0,43,-3.45761,3.37342
11.0,44,-3.3913,3.37121
11.0,45,-3.23353,3.29881
11.0,46,-3.05238,3.24253
11.0,47,-2.73246,3.11562
11.0,48,-2.29193,2.97033
11.0,49,-1.64559,2.80595
11.0,50,-0.688263,2.70141
11.1,5,-0.672733,0.65893
11.1,6,-0.9021,0.752845
11.1,7,-0.774818,0.758696
11.1,8,-0.937208,0.921425
11.1,9,-0.96021,0.939025
11.1,10,-1.01443,0.990183
11.1,11,-1.05135,1.02496
11.1,12,-1.08844,1.06179
11.1,13,-1.12932,1.10082
11.1,14,-1.17279,1.14196
11.1,15,-1.21704,1.18398
11.1,16,-1.26551,1.22983
11.1,17,-1.31723,1.2761
11.1,18,-1.36696,1.32461
11.1,19,-1.4199,1.37475
11.1,20,-1.47519,1.42747
11.1,21,-1.53304,1.48246
11.1,22,-1.69958,1.66319
11.1,23,-1.78084,1.72212
11.1,24,-1.85335,1.78664
11.1,25,-1.93038,1.86105
11.1,26,-2.00845,1.92962
11.1,27,-2.08581,2.00207
11.1,28,-2.1604,2.07227
11.1,29,-2.24852,2.15575
11.1,30,-2.32946,2.22988
11.1,31,-2.52524,2.40693
11.1,32,-2.61314,2.4923
11.1,33,-2.70195,2.57281
11.1,34,-2.79077,2.65308
11.1,35,-2.87848,2.73495
11.1,36,-3.04565,2.89703
11.1,37,-3.1226,2.96573
11.1,38,-3.19394,3.03882
11.1,39,-3.31518,3.15527
11.1,40,-3.35605,3.21163
11.1,41,-3.42715,3.29143
11.1,42,-3.42759,3.30457
11.1,43,-3.41469,3.33774
11.1,44,-3.349,3.33628
11.1,45,-3.18845,3.26095
11.1,46,-3.00379,3.20318
11.1,47,-2.6809,3.0767
11.1,48,-2.24538,2.93064
11.1,49,-1.59958,2.7702
11.1,50,-0.648472,2.66957
11.2,5,-0.678152,0.664244
11.2,6,-0.907932,0.758324
11.2,7,-0.891713,0.869596
11.2,8,-0.943236,0.927241
11.2,9,-0.966127,0.94479
11.2,10,-1.0207,0.995277
11.2,11,-1.05728,1.03064
11.2,12,-1.09402,1.06719
11.2,13,-1.13501,1.10638
11.2,14,-1.17835,1.14701
11.2,15,-1.22247,1.1892
11.2,16,-1.27054,1.23474
11.2,17,-1.3221,1.28068
11.2,18,-1.37138,1.3291
11.2,19,-1.42471,1.37836
11.2,20,-1.47894,1.43123
11.2,21,-1.53657,1.48581
11.2,22,-1.70167,1.66419
11.2,23,-1.77909,1.7267
11.2,24,-1.85518,1.7887
11.2,25,-1.93153,1.8623
11.2,26,-2.00888,1.93031
11.2,27,-2.08507,2.00183
11.2,28,-2.15879,2.07104
11.2,29,-2.24597,2.15381
11.2,30,-2.32545,2.22679
11.2,31,-2.51969,2.40228
11.2,32,-2.60583,2.48629
11.2,33,-2.69271,2.56489
11.2,34,-2.77991,2.64395
11.2,35,-2.86527,2.72356
11.2,36,-3.02809,2.88661
11.2,37,-3.10626,2.95013
11.2,38,-3.17309,3.02125
11.2,39,-3.28918,3.13492
11.2,40,-3.32865,3.18931
11.2,41,-3.39568,3.26554
11.2,42,-3.39223,3.27518
11.2,43,-3.37662,3.30737
11.2,44,-3.30769,3.29619
11.2,45,-3.14317,3.225
11.2,46,-2.9562,3.16503
11.2,47,-2.6365,3.03569
11.2,48,-2.19623,2.89423
11.2,49,-1.55675,2.73524
11.2,50,-0.609709,2.6389
11.3,5,-0.68369,0.669632
11.3,6,-0.732912,0.717374
11.3,7,-0.89729,0.875362
11.3,8,-0.953601,0.931781
11.3,9,-0.987818,0.964906
11.3,10,-1.02587,1.00118
11.3,11,-1.06276,1.03608
11.3,12,-1.1017,1.07392
11.3,13,-1.14163,1.1122
11.3,14,-1.18361,1.15234
11.3,15,-1.22756,1.19401
11.3,16,-1.27545,1.23926
11.3,17,-1.32683,1.28513
11.3,18,-1.37563,1.33322
11.3,19,-1.42817,1.38293
11.3,20,-1.48274,1.43492
11.3,21,-1.53981,1.48885
11.3,22,-1.70438,1.66687
11.3,23,-1.7815,1.72896
11.3,24,-1.85794,1.7902
11.3,25,-1.92737,1.85863
11.3,26,-2.00771,1.92949
11.3,27,-2.08002,1.99707
11.3,28,-2.15734,2.06998
11.3,29,-2.23785,2.14599
11.3,30,-2.32153,2.22322
11.3,31,-2.51373,2.39754
11.3,32,-2.59713,2.47982
11.3,33,-2.6849,2.55527
11.3,34,-2.76895,2.6344
11.3,35,-2.85245,2.7127
11.3,36,-3.01319,2.87143
11.3,37,-3.0841,2.93625
11.3,38,-3.15449,3.00608
11.3,39,-3.26413,3.11603
11.3,40,-3.30069,3.16612
11.3,41,-3.36433,3.23944
11.3,42,-3.34985,3.24778
11.3,43,-3.33855,3.27613
11.3,44,-3.26734,3.26033
11.3,45,-3.09886,3.18818
11.3,46,-2.91092,3.12707
11.3,47,-2.58845,2.99741
11.3,48,-2.15167,2.85697
11.3,49,-1.51274,2.70108
11.3,50,-0.571945,2.60945
11.4,5,-0.688924,0.674928
11.4,6,-0.739023,0.723242
11.4,7,-0.902924,0.880871
11.4,8,-0.959311,0.937283
11.4,9,-0.993593,0.970394
11.4,10,-1.03149,1.00665
11.4,11,-1.06845,1.04154
11.4,12,-1.10698,1.07936
11.4,13,-1.14697,1.1174
11.4,14,-1.18877,1.15729
11.4,15,-1.23252,1.19892
11.4,16,-1.28022,1.2439
11.4,17,-1.33138,1.28973
11.4,18,-1.37995,1.33727
11.4,19,-1.43196,1.38665
11.4,20,-1.48626,1.43831
11.4,21,-1.54305,1.49216
11.4,22,-1.70705,1.66957
11.4,23,-1.78352,1.73096
11.4,24,-1.85925,1.79176
11.4,25,-1.92826,1.85941
11.4,26,-2.00781,1.92977
11.4,27,-2.07887,1.99647
11.4,28,-2.15523,2.06844
11.4,29,-2.23469,2.14343
11.4,30,-2.31724,2.21956
11.4,31,-2.50779,2.39235
11.4,32,-2.58979,2.47333
11.4,33,-2.67554,2.54734
11.4,34,-2.75787,2.6249
11.4,35,-2.8389,2.70146
11.4,36,-2.99574,2.85736
11.4,37,-3.06531,2.92049
11.4,38,-3.13352,2.98844
11.4,39,-3.23929,3.09456
11.4,40,-3.27289,3.14271
11.4,41,-3.3331,3.21316
11.4,42,-3.31458,3.21882
11.4,43,-3.30042,3.24637
11.4,44,-3.22685,3.22617
11.4,45,-3.05548,3.1524
11.4,46,-2.86523,3.09036
11.4,47,-2.54289,2.95949
11.4,48,-2.10625,2.82165
11.4,49,-1.47186,2.66776
11.4,50,-0.53515,2.58123
11.5,5,-0.694225,0.679967
11.5,6,-0.746206,0.727118
11.5,7,-0.908591,0.886343
11.5,8,-0.965463,0.942162
11.5,9,-0.999581,0.975058
11.5,10,-1.03686,1.01193
11.5,11,-1.07363,1.0466
11.5,12,-1.11267,1.08398
11.5,13,-1.15222,1.122
11.5,14,-1.19381,1.1621
11.5,15,-1.23735,1.20349
11.5,16,-1.28481,1.24844
11.5,17,-1.33573,1.29401
11.5,18,-1.38459,1.3405
11.5,19,-1.43577,1.39035
11.5,20,-1.48948,1.44168
11.5,21,-1.54595,1.49492
11.5,22,-1.70935,1.67202
11.5,23,-1.78544,1.73302
11.5,24,-1.86044,1.79311
11.5,25,-1.92865,1.86032
11.5,26,-2.00734,1.92956
11.5,27,-2.07784,1.99572
11.5,28,-2.15321,2.06642
11.5,29,-2.23119,2.14077
11.5,30,-2.31255,2.21583
11.5,31,-2.50183,2.38712
11.5,32,-2.58194,2.46683
11.5,33,-2.66608,2.53944
11.5,34,-2.74663,2.61548
11.5,35,-2.82568,2.68988
11.5,36,-2.97917,2.84394
11.5,37,-3.04863,2.90341
11.5,38,-3.11148,2.96562
11.5,39,-3.21533,3.07516
11.5,40,-3.24522,3.11972
11.5,41,-3.30194,3.18738
11.5,42,-3.28022,3.19046
11.5,43,-3.26223,3.21424
11.5,44,-3.18619,3.19289
11.5,45,-3.01301,3.11768
11.5,46,-2.82046,3.0539
11.5,47,-2.49824,2.92435
11.5,48,-2.06176,2.78553
11.5,49,-1.42974,2.63529
11.5,50,-0.496562,2.55629
11.6,5,-0.699371,0.685152
11.6,6,-0.749338,0.733682
11.6,7,-0.914057,0.891803
11.6,8,-0.970321,0.948053
11.6,9,-1.00445,0.980978
11.6,10,-1.04218,1.01725
11.6,11,-1.07897,1.05173
11.6,12,-1.11756,1.08934
11.6,13,-1.15712,1.12715
11.6,14,-1.19847,1.16681
11.6,15,-1.242,1.20796
11.6,16,-1.28921,1.25267
11.6,17,-1.33985,1.29798
11.6,18,-1.38787,1.34497
11.6,19,-1.4393,1.39377
11.6,20,-1.49267,1.4448
11.6,21,-1.54879,1.49772
11.6,22,-1.71155,1.67424
11.6,23,-1.78691,1.73459
11.6,24,-1.86146,1.79398
11.6,25,-1.92919,1.86075
11.6,26,-2.00699,1.9292
11.6,27,-2.07654,1.99451
11.6,28,-2.15088,2.06466
11.6,29,-2.22814,2.13768
11.6,30,-2.30787,2.21206
11.6,31,-2.4954,2.38188
11.6,32,-2.574,2.46035
11.6,33,-2.6565,2.53118
11.6,34,-2.7347,2.6057
11.6,35,-2.81224,2.67844
11.6,36,-2.96519,2.83022
11.6,37,-3.02851,2.88914
11.6,38,-3.0903,2.95183
11.6,39,-3.19014,3.05324
11.6,40,-3.21767,3.09655
11.6,41,-3.27083,3.16147
11.6,42,-3.24672,3.16203
11.6,43,-3.22782,3.1852
11.6,44,-3.14535,3.15966
11.6,45,-2.97023,3.0831
11.6,46,-2.77792,3.01768
11.6,47,-2.45449,2.88842
11.6,48,-2.01817,2.7514
11.6,49,-1.38853,2.60371
11.6,50,-0.461627,2.52656
11.7,5,-0.704137,0.690317
11.7,6,-0.756144,0.740048
11.7,7,-0.919507,0.896878
11.7,8,-0.975572,0.953365
11.7,9,-1.00969,0.986119
11.7,10,-1.04743,1.02221
11.7,11,-1.08421,1.05672
11.7,12,-1.12256,1.09414
11.7,13,-1.16187,1.13175
11.7,14,-1.2032,1.1712
