R/ro;h/ro;Error_Inner_Thin;Error_Outer_Thin;Error_Inner_Thick;Error_Outer_Thick
16;0.020833333;-1.06064;1.03381;0.701099;-1.40746
16;0.021276596;-1.11151;1.08522;0.752582;-1.45877
16;0.02173913;-1.13981;1.11262;0.779974;-1.48743
16;0.022222222;-1.17125;1.14251;0.809861;-1.51926
16;0.022727273;-1.20093;1.17028;0.837614;-1.54933
16;0.023255814;-1.23134;1.20023;0.867548;-1.58016
16;0.023809524;-1.26229;1.22955;0.89685;-1.61154
16;0.024390244;-1.29383;1.25984;0.927113;-1.64352
16;0.025;-1.3265;1.29093;0.958169;-1.67667
16;0.025641026;-1.36174;1.32434;0.991555;-1.7124
16;0.026315789;-1.39894;1.35674;1.02392;-1.75012
16;0.027027027;-1.43237;1.39039;1.05753;-1.78409
16;0.027777778;-1.46777;1.42405;1.09113;-1.82005
16;0.028571429;-1.50352;1.45881;1.12584;-1.8564
16;0.029411765;-1.53996;1.49395;1.16091;-1.89347
16;0.03030303;-1.67389;1.64403;1.31131;-2.0284
16;0.03125;-1.72404;1.68148;1.34867;-2.07928
16;0.032258065;-1.77016;1.71613;1.38322;-2.12618
16;0.033333333;-1.81324;1.75944;1.42645;-2.17005
16;0.034482759;-1.85438;1.79526;1.46214;-2.21204
16;0.035714286;-1.89223;1.8323;1.49903;-2.25077
16;0.037037037;-1.92952;1.86929;1.53586;-2.289
16;0.038461538;-1.96539;1.9044;1.57077;-2.32587
16;0.04;-1.9932;1.93436;1.60049;-2.35473
16;0.041666667;-2.1162;2.04837;1.71452;-2.4792
16;0.043478261;-2.14152;2.07943;1.74529;-2.50574
16;0.045454545;-2.16342;2.10041;1.7659;-2.52897
16;0.047619048;-2.17879;2.12025;1.78533;-2.54576
16;0.05;-2.18874;2.13545;1.80005;-2.55726
16;0.052631579;-2.25527;2.21289;1.87717;-2.62572
16;0.055555556;-2.24292;2.20913;1.87274;-2.61523
16;0.058823529;-2.22379;2.2032;1.86606;-2.59817
16;0.0625;-2.2348;2.23235;1.89448;-2.61166
16;0.066666667;-2.18239;2.20544;1.86653;-2.56185
16;0.071428571;-2.14833;2.20057;1.86056;-2.53092
16;0.076923077;-2.0524;2.14516;1.8037;-2.43844
16;0.083333333;-1.96055;2.10822;1.76515;-2.35076
16;0.090909091;-1.82547;2.0455;1.70045;-2.22064
16;0.1;-1.62762;1.94577;1.59822;-2.02877
16;0.111111111;-1.42481;1.87808;1.52764;-1.83369
16;0.125;-1.13099;1.78185;1.4277;-1.5498
16;0.142857143;-0.762528;1.71426;1.35547;-1.19489
16;0.166666667;-0.241136;1.67895;1.31402;-0.692916
16;0.2;0.541724;1.76568;1.3924;0.0598015
16.1;0.02;-0.851147;0.83333;0.504022;-1.19273
16.1;0.020408163;-0.906105;0.88237;0.553135;-1.24811
16.1;0.020833333;-1.06222;1.03535;0.706531;-1.405
16.1;0.021276596;-1.1134;1.08573;0.756985;-1.45661
16.1;0.02173913;-1.14157;1.1131;0.784344;-1.48514
16.1;0.022222222;-1.17219;1.14339;0.814624;-1.51614
16.1;0.022727273;-1.19914;1.17026;0.841477;-1.54348
16.1;0.023255814;-1.23243;1.20061;0.87181;-1.57718
16.1;0.023809524;-1.26272;1.22967;0.900843;-1.6079
16.1;0.024390244;-1.29407;1.26014;0.931292;-1.63969
16.1;0.025;-1.32629;1.29095;0.962065;-1.67237
16.1;0.025641026;-1.36131;1.32406;0.995152;-1.70789
16.1;0.026315789;-1.37839;1.36445;1.03553;-1.72542
16.1;0.027027027;-1.43203;1.3887;1.0597;-1.77966
16.1;0.027777778;-1.46632;1.42279;1.09374;-1.81451
16.1;0.028571429;-1.48572;1.46291;1.13382;-1.83445
16.1;0.029411765;-1.52965;1.49278;1.1636;-1.87902
16.1;0.03030303;-1.67092;1.64135;1.31247;-2.02131
16.1;0.03125;-1.7207;1.67835;1.34939;-2.07183
16.1;0.032258065;-1.7661;1.71253;1.38346;-2.11799
16.1;0.033333333;-1.80875;1.75502;1.42585;-2.16143
16.1;0.034482759;-1.8487;1.79029;1.46099;-2.20221
16.1;0.035714286;-1.88602;1.82707;1.49763;-2.24041
16.1;0.037037037;-1.92275;1.86309;1.53347;-2.27807
16.1;0.038461538;-1.95799;1.89751;1.56769;-2.31431
16.1;0.04;-1.98471;1.92672;1.59666;-2.34206
16.1;0.041666667;-2.10651;2.03995;1.7099;-2.46532
16.1;0.043478261;-2.13099;2.06972;1.73937;-2.49101
16.1;0.045454545;-2.15197;2.09015;1.75943;-2.5133
16.1;0.047619048;-2.16631;2.10893;1.77779;-2.52906
16.1;0.05;-2.17513;2.12343;1.79181;-2.53942
16.1;0.052631579;-2.23981;2.19963;1.86767;-2.60601
16.1;0.055555556;-2.22908;2.19656;1.86394;-2.59713
16.1;0.058823529;-2.2072;2.18917;1.85578;-2.5773
16.1;0.0625;-2.21578;2.21488;1.88075;-2.58834
16.1;0.066666667;-2.16209;2.18978;1.85461;-2.53724
16.1;0.071428571;-2.12816;2.18288;1.8466;-2.50641
16.1;0.076923077;-2.03064;2.12658;1.78884;-2.41232
16.1;0.083333333;-1.93689;2.08456;1.74519;-2.32272
16.1;0.090909091;-1.80375;2.02641;1.68506;-2.19452
16.1;0.1;-1.60594;1.9273;1.58346;-2.00266
16.1;0.111111111;-1.40449;1.86042;1.51368;-1.8089
16.1;0.125;-1.10939;1.76522;1.41477;-1.52368
16.1;0.142857143;-0.74454;1.69757;1.34246;-1.17233
16.1;0.166666667;-0.226106;1.66563;1.30438;-0.673219
16.1;0.2;0.552261;1.75314;1.38352;0.0751484
16.2;0.02;-0.853032;0.834968;0.509494;-1.19065
16.2;0.020408163;-0.905587;0.886366;0.560971;-1.24361
16.2;0.020833333;-1.06367;1.03681;0.71182;-1.40247
16.2;0.021276596;-1.11406;1.08781;0.762884;-1.45328
16.2;0.02173913;-1.14229;1.11477;0.789833;-1.48187
16.2;0.022222222;-1.17319;1.14442;0.81947;-1.51315
16.2;0.022727273;-1.20254;1.17171;0.846742;-1.54289
16.2;0.023255814;-1.2326;1.20138;0.876397;-1.57336
16.2;0.023809524;-1.2627;1.23019;0.905179;-1.60388
16.2;0.024390244;-1.29409;1.26017;0.935129;-1.63571
16.2;0.025;-1.3261;1.29069;0.965618;-1.66818
16.2;0.025641026;-1.36064;1.32352;0.998407;-1.70321
16.2;0.026315789;-1.39736;1.35555;1.0304;-1.74045
16.2;0.027027027;-1.43001;1.38829;1.06309;-1.77362
16.2;0.027777778;-1.46458;1.42152;1.09626;-1.80875
16.2;0.028571429;-1.49975;1.45529;1.12997;-1.8445
16.2;0.029411765;-1.53557;1.48965;1.16426;-1.88095
16.2;0.03030303;-1.66792;1.63839;1.3133;-2.01427
16.2;0.03125;-1.717;1.67495;1.34976;-2.06408
16.2;0.032258065;-1.76199;1.70865;1.38335;-2.10982
16.2;0.033333333;-1.80385;1.75064;1.42524;-2.15246
16.2;0.034482759;-1.84331;1.78536;1.45983;-2.19275
16.2;0.035714286;-1.8801;1.82157;1.49588;-2.23041
16.2;0.037037037;-1.91587;1.85696;1.53109;-2.2671
16.2;0.038461538;-1.95007;1.8907;1.56463;-2.30229
16.2;0.04;-1.97651;1.91919;1.59287;-2.32976
16.2;0.041666667;-2.09667;2.03126;1.70494;-2.45136
16.2;0.043478261;-2.11888;2.05643;1.72979;-2.47476
16.2;0.045454545;-2.14031;2.07961;1.75261;-2.4975
16.2;0.047619048;-2.15361;2.09778;1.77035;-2.5122
16.2;0.05;-2.16126;2.11114;1.78322;-2.52139
16.2;0.052631579;-2.22465;2.18659;1.85834;-2.58667
16.2;0.055555556;-2.2143;2.17948;1.85054;-2.57816
16.2;0.058823529;-2.18895;2.17317;1.84346;-2.55485
16.2;0.0625;-2.19845;2.20012;1.86967;-2.56679
16.2;0.066666667;-2.14358;2.17128;1.83978;-2.5145
16.2;0.071428571;-2.10748;2.16492;1.8323;-2.48147
16.2;0.076923077;-2.01005;2.10846;1.77438;-2.38745
16.2;0.083333333;-1.91736;2.07113;1.73543;-2.29889
16.2;0.090909091;-1.78232;2.00793;1.67023;-2.16877
16.2;0.1;-1.58455;1.90856;1.56836;-1.97692
16.2;0.111111111;-1.38314;1.84029;1.49718;-1.78316
16.2;0.125;-1.09265;1.74957;1.40276;-1.50251
16.2;0.142857143;-0.725075;1.68206;1.33058;-1.14836
16.2;0.166666667;-0.209229;1.64864;1.29099;-0.651746
16.2;0.2;0.56793;1.74243;1.37642;0.0955713
16.3;0.02;-0.853776;0.837683;0.51598;-1.1875
16.3;0.020408163;-0.97221;0.949698;0.628269;-1.30655
16.3;0.020833333;-0.957922;0.92904;0.607449;-1.29246
16.3;0.021276596;-1.1163;1.08839;0.76722;-1.45162
16.3;0.02173913;-1.14417;1.11533;0.794149;-1.47984
16.3;0.022222222;-1.17447;1.14539;0.824193;-1.51052
16.3;0.022727273;-1.20015;1.17158;0.850362;-1.53658
16.3;0.023255814;-1.23378;1.20167;0.880426;-1.57062
16.3;0.023809524;-1.2637;1.23045;0.909178;-1.60095
16.3;0.024390244;-1.29465;1.2604;0.939098;-1.63234
16.3;0.025;-1.3262;1.29065;0.969314;-1.66435
16.3;0.025641026;-1.35998;1.32295;1.00157;-1.69861
16.3;0.026315789;-1.38936;1.35417;1.03275;-1.72848
16.3;0.027027027;-1.42912;1.38683;1.06536;-1.76878
16.3;0.027777778;-1.46254;1.42025;1.09872;-1.80276
16.3;0.028571429;-1.4965;1.45449;1.13289;-1.8373
16.3;0.029411765;-1.53104;1.48737;1.1657;-1.87245
16.3;0.03030303;-1.66997;1.63546;1.31407;-2.01237
16.3;0.03125;-1.72015;1.6683;1.34681;-2.06328
16.3;0.032258065;-1.75884;1.70481;1.38322;-2.10269
16.3;0.033333333;-1.79852;1.74409;1.42238;-2.14315
16.3;0.034482759;-1.83747;1.78017;1.45833;-2.18291
16.3;0.035714286;-1.87371;1.81648;1.49448;-2.22001
16.3;0.037037037;-1.90257;1.84669;1.52449;-2.24977
16.3;0.038461538;-1.93628;1.87888;1.55647;-2.28445
16.3;0.04;-1.96774;1.91176;1.58912;-2.31695
16.3;0.041666667;-2.08711;2.02269;1.70004;-2.43775
16.3;0.043478261;-2.10845;2.04659;1.72361;-2.46029
16.3;0.045454545;-2.12894;2.06923;1.74589;-2.48207
16.3;0.047619048;-2.14119;2.08682;1.76304;-2.49571
16.3;0.05;-2.14768;2.09905;1.77477;-2.50372
16.3;0.052631579;-2.20804;2.17479;1.85017;-2.56595
16.3;0.055555556;-2.19675;2.1653;1.83999;-2.55649
16.3;0.058823529;-2.17881;2.16083;1.83476;-2.5406
16.3;0.0625;-2.17932;2.18269;1.85585;-2.54351
16.3;0.066666667;-2.12387;2.15635;1.82847;-2.49062
16.3;0.071428571;-2.08789;2.14806;1.81904;-2.45771
16.3;0.076923077;-1.98887;2.08858;1.7581;-2.36207
16.3;0.083333333;-1.89429;2.05096;1.71885;-2.27159
16.3;0.090909091;-1.76014;1.98917;1.65506;-2.14234
16.3;0.1;-1.56346;1.89053;1.55392;-1.95155
16.3;0.111111111;-1.36209;1.82429;1.48477;-1.7578
16.3;0.125;-1.07164;1.73116;1.38791;-1.47714
16.3;0.142857143;-0.707689;1.66485;1.31692;-1.12656
16.3;0.166666667;-0.192653;1.63822;1.28415;-0.630653
16.3;0.2;0.583292;1.73357;1.3711;0.115608
16.4;0.02;-0.856421;0.838401;0.520398;-1.18632
16.4;0.020408163;-0.909122;0.889827;0.571897;-1.23942
16.4;0.020833333;-1.06762;1.03834;0.720793;-1.39868
16.4;0.021276596;-1.11643;1.08993;0.772453;-1.4479
16.4;0.02173913;-1.14411;1.11668;0.79918;-1.47593
16.4;0.022222222;-1.17489;1.1461;0.828586;-1.50709
16.4;0.022727273;-1.20341;1.17337;0.855834;-1.53599
16.4;0.023255814;-1.23332;1.20213;0.884572;-1.5663
16.4;0.023809524;-1.26326;1.23067;0.913077;-1.59665
16.4;0.024390244;-1.29398;1.26013;0.942503;-1.6278
16.4;0.025;-1.32554;1.29011;0.972442;-1.65982
16.4;0.025641026;-1.3596;1.32236;1.00465;-1.69436
16.4;0.026315789;-1.39446;1.35454;1.0368;-1.72972
16.4;0.027027027;-1.42738;1.38615;1.06834;-1.76316
16.4;0.027777778;-1.46136;1.41845;1.10058;-1.7977
16.4;0.028571429;-1.49532;1.45206;1.13412;-1.83223
16.4;0.029411765;-1.53017;1.48568;1.16767;-1.86768
16.4;0.03030303;-1.66182;1.63255;1.31481;-2.00029
16.4;0.03125;-1.70979;1.66824;1.3504;-2.04898
16.4;0.032258065;-1.7536;1.70102;1.38307;-2.09353
16.4;0.033333333;-1.79418;1.74203;1.42397;-2.13488
16.4;0.034482759;-1.83228;1.77571;1.45749;-2.17379
16.4;0.035714286;-1.8676;1.81045;1.49207;-2.20996
16.4;0.037037037;-1.89822;1.84108;1.52251;-2.24148
16.4;0.038461538;-1.93466;1.87666;1.55789;-2.2789
16.4;0.04;-1.95967;1.90408;1.58505;-2.30492
16.4;0.041666667;-2.07738;2.01386;1.69481;-2.42405
16.4;0.043478261;-2.09737;2.04144;1.72208;-2.44522
16.4;0.045454545;-2.11736;2.05903;1.73927;-2.46649
16.4;0.047619048;-2.12802;2.07695;1.75677;-2.47853
16.4;0.05;-2.13438;2.08717;1.76648;-2.4864
16.4;0.052631579;-2.19518;2.15972;1.83866;-2.54906
16.4;0.055555556;-2.18254;2.15139;1.82965;-2.53824
16.4;0.058823529;-2.15722;2.14485;1.82234;-2.51493
16.4;0.0625;-2.16187;2.16799;1.84471;-2.52198
16.4;0.066666667;-2.10594;2.13795;1.81361;-2.4686
16.4;0.071428571;-2.06779;2.13024;1.80477;-2.43349
16.4;0.076923077;-1.9741;2.07067;1.74372;-2.34319
16.4;0.083333333;-1.87437;2.03457;1.70599;-2.24753
16.4;0.090909091;-1.7393;1.97104;1.64046;-2.11732
16.4;0.1;-1.54383;1.87224;1.53915;-1.92773
16.4;0.111111111;-1.34397;1.80693;1.47093;-1.73545
16.4;0.125;-1.05397;1.71623;1.37651;-1.45519
16.4;0.142857143;-0.690594;1.65171;1.3073;-1.10512
16.4;0.166666667;-0.178526;1.62585;1.27528;-0.612093
16.4;0.2;0.595631;1.72446;1.36549;0.132531
16.5;0.02;-0.857712;0.840208;0.525842;-1.18384
16.5;0.020408163;-0.912752;0.888713;0.57441;-1.23929
16.5;0.020833333;-1.06756;1.04061;0.726694;-1.39484
16.5;0.021276596;-1.11792;1.0904;0.776545;-1.44561
16.5;0.02173913;-1.14565;1.11693;0.803052;-1.47369
16.5;0.022222222;-1.17558;1.14676;0.83287;-1.50399
16.5;0.022727273;-1.20157;1.17272;0.858801;-1.53036
16.5;0.023255814;-1.23409;1.20234;0.888394;-1.56328
16.5;0.023809524;-1.26358;1.23063;0.916652;-1.59318
16.5;0.024390244;-1.29383;1.26007;0.946054;-1.62386
16.5;0.025;-1.32515;1.28978;0.975727;-1.65563
16.5;0.025641026;-1.35869;1.32175;1.00766;-1.68965
16.5;0.026315789;-1.37528;1.36094;1.04682;-1.70668
16.5;0.027027027;-1.42675;1.38417;1.06997;-1.75873
16.5;0.027777778;-1.45959;1.41693;1.10266;-1.79211
16.5;0.028571429;-1.47774;1.45565;1.14132;-1.81078
16.5;0.029411765;-1.51973;1.48373;1.16931;-1.8534
16.5;0.03030303;-1.65838;1.62967;1.31551;-1.99301
16.5;0.03125;-1.70594;1.66494;1.35069;-2.04129
16.5;0.032258065;-1.7493;1.69728;1.3829;-2.08538
16.5;0.033333333;-1.78905;1.73749;1.423;-2.1259
16.5;0.034482759;-1.82699;1.77065;1.45601;-2.16464
16.5;0.035714286;-1.86137;1.80483;1.49002;-2.19987
16.5;0.037037037;-1.89139;1.83452;1.51951;-2.23077
16.5;0.038461538;-1.92716;1.8698;1.55458;-2.26752
16.5;0.04;-1.95102;1.89651;1.58103;-2.29238
16.5;0.041666667;-2.06748;2.00517;1.68966;-2.41024
16.5;0.043478261;-2.08703;2.0319;1.71607;-2.43096
16.5;0.045454545;-2.10604;2.04899;1.73277;-2.45125
16.5;0.047619048;-2.11563;2.06547;1.74881;-2.46221
16.5;0.05;-2.12081;2.07504;1.75786;-2.46888
16.5;0.052631579;-2.18028;2.14689;1.82935;-2.5302
16.5;0.055555556;-2.16616;2.13722;1.81898;-2.51788
16.5;0.058823529;-2.13916;2.12918;1.81016;-2.49288
16.5;0.0625;-2.1433;2.15123;1.83144;-2.49941
16.5;0.066666667;-2.08679;2.12314;1.80229;-2.44542
16.5;0.071428571;-2.04877;2.11285;1.79086;-2.41043
16.5;0.076923077;-1.95436;2.05324;1.72977;-2.3194
16.5;0.083333333;-1.85569;2.0163;1.6912;-2.22478
16.5;0.090909091;-1.71874;1.95265;1.62553;-2.09266
16.5;0.1;-1.52331;1.85467;1.52504;-1.90307
16.5;0.111111111;-1.32349;1.79042;1.45788;-1.7108
16.5;0.125;-1.03506;1.69856;1.36229;-1.43206
16.5;0.142857143;-0.673786;1.63688;1.29592;-1.08404
16.5;0.166666667;-0.162535;1.61324;1.26611;-0.591735
16.5;0.2;0.607675;1.71094;1.35539;0.149083
16.6;0.02;-0.86008;0.841567;0.530776;-1.18252
16.6;0.020408163;-0.912287;0.89284;0.582118;-1.23512
16.6;0.020833333;-1.07011;1.04083;0.730474;-1.39368
16.6;0.021276596;-1.11836;1.09204;0.781751;-1.44234
16.6;0.02173913;-1.1459;1.11859;0.808278;-1.47022
16.6;0.022222222;-1.17631;1.14759;0.837263;-1.501
16.6;0.022727273;-1.2042;1.17443;0.864071;-1.52927
16.6;0.023255814;-1.23393;1.20296;0.89257;-1.5594
16.6;0.023809524;-1.26319;1.23102;0.920597;-1.58906
16.6;0.024390244;-1.29369;1.25998;0.949523;-1.61999
16.6;0.025;-1.32451;1.28944;0.978936;-1.65125
16.6;0.025641026;-1.35805;1.32114;1.01059;-1.68527
16.6;0.026315789;-1.39237;1.35276;1.04215;-1.72008
16.6;0.027027027;-1.42471;1.38349;1.07283;-1.75294
16.6;0.027777778;-1.45779;1.41541;1.10468;-1.78656
16.6;0.028571429;-1.49079;1.44834;1.13753;-1.82012
16.6;0.029411765;-1.52523;1.48096;1.17007;-1.85516
16.6;0.03030303;-1.65521;1.62683;1.31619;-1.98607
16.6;0.03125;-1.70203;1.66139;1.35066;-2.03359
16.6;0.032258065;-1.74595;1.69298;1.38211;-2.07825
16.6;0.033333333;-1.78032;1.72953;1.41854;-2.11336
16.6;0.034482759;-1.82087;1.76501;1.45388;-2.15472
16.6;0.035714286;-1.85163;1.79591;1.48459;-2.18631
16.6;0.037037037;-1.88325;1.8277;1.51618;-2.21881
16.6;0.038461538;-1.91377;1.85976;1.54802;-2.25029
16.6;0.04;-1.94264;1.8887;1.57671;-2.28017
16.6;0.041666667;-2.05784;1.99662;1.68459;-2.39676
16.6;0.043478261;-2.07649;2.02253;1.71017;-2.41657
16.6;0.045454545;-2.09451;2.03784;1.72508;-2.43585
16.6;0.047619048;-2.10352;2.05327;1.74007;-2.44622
16.6;0.05;-2.10751;2.06312;1.74941;-2.4517
16.6;0.052631579;-2.16565;2.1338;1.81971;-2.51168
16.6;0.055555556;-2.15127;2.12333;1.80853;-2.49909
16.6;0.058823529;-2.12464;2.11606;1.80049;-2.47444
16.6;0.0625;-2.12709;2.13542;1.81906;-2.47927
16.6;0.066666667;-2.06866;2.1055;1.78808;-2.42334
16.6;0.071428571;-2.02921;2.09658;1.77801;-2.3869
16.6;0.076923077;-1.93228;2.03406;1.714;-2.29332
16.6;0.083333333;-1.83538;1.99859;1.6769;-2.20046
16.6;0.090909091;-1.69846;1.93489;1.61118;-2.06834
16.6;0.1;-1.50307;1.83783;1.51162;-1.87877
16.6;0.111111111;-1.30329;1.77145;1.44231;-1.6865
16.6;0.125;-1.01642;1.68188;1.34901;-1.40929
16.6;0.142857143;-0.65548;1.62035;1.28279;-1.06152
16.6;0.166666667;-0.146829;1.59867;1.25493;-0.571734
16.6;0.2;0.622152;1.70346;1.35129;0.168006
16.7;0.02;-0.860473;0.84364;0.536364;-1.17927
16.7;0.020408163;-0.913327;0.89397;0.586758;-1.23252
16.7;0.020833333;-1.06993;1.04299;0.736149;-1.38986
16.7;0.021276596;-1.11951;1.09303;0.786237;-1.43984
16.7;0.02173913;-1.14685;1.11938;0.812567;-1.46753
16.7;0.022222222;-1.17684;1.14796;0.841133;-1.49788
16.7;0.022727273;-1.20499;1.17458;0.86772;-1.5264
16.7;0.023255814;-1.23403;1.20311;0.896213;-1.55583
16.7;0.023809524;-1.2633;1.23093;0.924004;-1.58551
16.7;0.024390244;-1.29331;1.25965;0.952682;-1.61595
16.7;0.025;-1.32387;1.28885;0.981834;-1.64695
16.7;0.025641026;-1.35714;1.32029;1.01322;-1.68069
16.7;0.026315789;-1.39226;1.35086;1.04374;-1.7163
16.7;0.027027027;-1.42321;1.38231;1.07512;-1.74775
16.7;0.027777778;-1.45597;1.41365;1.10639;-1.78105
16.7;0.028571429;-1.48922;1.4457;1.13836;-1.81486
16.7;0.029411765;-1.5227;1.47823;1.1708;-1.84893
16.7;0.03030303;-1.65166;1.62374;1.31657;-1.97882
16.7;0.03125;-1.69837;1.65789;1.35062;-2.02623
16.7;0.032258065;-1.74048;1.68935;1.38194;-2.06906
16.7;0.033333333;-1.77924;1.72831;1.42078;-2.10857
16.7;0.034482759;-1.81575;1.76044;1.45276;-2.14587
16.7;0.035714286;-1.84897;1.79353;1.48567;-2.17992
16.7;0.037037037;-1.88128;1.82592;1.51786;-2.21311
16.7;0.038461538;-1.91173;1.85606;1.54777;-2.24451
16.7;0.04;-1.93409;1.88101;1.57245;-2.26786
16.7;0.041666667;-2.04847;1.98782;1.67922;-2.38362
16.7;0.043478261;-2.06574;2.01331;1.70438;-2.40204
16.7;0.045454545;-2.08275;2.02773;1.71839;-2.4203
16.7;0.047619048;-2.09115;2.04219;1.7324;-2.43005
16.7;0.05;-2.09393;2.05143;1.74112;-2.4343
16.7;0.052631579;-2.15129;2.12097;1.81028;-2.49348
16.7;0.055555556;-2.13236;2.1113;1.7999;-2.47633
16.7;0.058823529;-2.10582;2.09932;1.78712;-2.45176
16.7;0.0625;-2.10906;2.12115;1.80817;-2.45736
16.7;0.066666667;-2.05005;2.08825;1.7742;-2.40085
16.7;0.071428571;-2.00993;2.07937;1.76417;-2.36371
16.7;0.076923077;-1.90959;2.02059;1.70391;-2.2667
16.7;0.083333333;-1.81533;1.98143;1.6631;-2.17647
16.7;0.090909091;-1.6816;1.91421;1.59385;-2.04753
16.7;0.1;-1.4831;1.81976;1.4969;-1.85481
16.7;0.111111111;-1.28468;1.75664;1.43086;-1.66386
16.7;0.125;-0.998066;1.66747;1.33794;-1.38686
16.7;0.142857143;-0.639228;1.60937;1.27516;-1.04114
16.7;0.166666667;-0.131401;1.58558;1.24517;-0.552083
16.7;0.2;0.633622;1.69156;1.34272;0.183838
16.8;0.02;-0.861528;0.845275;0.541453;-1.17676
16.8;0.020408163;-0.980525;0.952553;0.648968;-1.29635
16.8;0.020833333;-0.960289;0.941263;0.637547;-1.27629
16.8;0.021276596;-1.1209;1.09397;0.790623;-1.43765
16.8;0.02173913;-1.14806;1.12013;0.81676;-1.46515
16.8;0.022222222;-1.17785;1.14873;0.845339;-1.49531
16.8;0.022727273;-1.20556;1.17536;0.871939;-1.52338
16.8;0.023255814;-1.23486;1.20346;0.899998;-1.55307
16.8;0.023809524;-1.26367;1.23106;0.927563;-1.58228
16.8;0.024390244;-1.29344;1.25955;0.956005;-1.61247
16.8;0.025;-1.32375;1.28874;0.985149;-1.64322
16.8;0.025641026;-1.35622;1.31943;1.01579;-1.67616
16.8;0.026315789;-1.38886;1.35073;1.04703;-1.70928
16.8;0.027027027;-1.42112;1.38088;1.07711;-1.74204
16.8;0.027777778;-1.45353;1.41218;1.10834;-1.77498
16.8;0.028571429;-1.48582;1.44363;1.13971;-1.80782
16.8;0.029411765;-1.51827;1.47553;1.17152;-1.84086
16.8;0.03030303;-1.65314;1.62127;1.3175;-1.97667
16.8;0.03125;-1.70122;1.65087;1.34699;-2.02545
16.8;0.032258065;-1.73595;1.68517;1.38116;-2.06087
16.8;0.033333333;-1.7742;1.72398;1.41984;-2.09987
16.8;0.034482759;-1.80979;1.7553;1.451;-2.13624
16.8;0.035714286;-1.84278;1.78786;1.48338;-2.17006
16.8;0.037037037;-1.87405;1.81931;1.51463;-2.2022
16.8;0.038461538;-1.90379;1.84882;1.5439;-2.23288
16.8;0.04;-1.92537;1.87346;1.56827;-2.25544
16.8;0.041666667;-2.03846;1.97918;1.67393;-2.36989
16.8;0.043478261;-2.05526;2.00344;1.69786;-2.38783
16.8;0.045454545;-2.07124;2.01782;1.71183;-2.40506
16.8;0.047619048;-2.07904;2.03131;1.72487;-2.4142
16.8;0.05;-2.08115;2.0395;1.73253;-2.41778
16.8;0.052631579;-2.1366;2.10789;1.80053;-2.47504
16.8;0.055555556;-2.12045;2.09585;1.78778;-2.46065
16.8;0.058823529;-2.09116;2.08627;1.77741;-2.43332
16.8;0.0625;-2.09199;2.10483;1.79517;-2.43649
16.8;0.066666667;-2.03245;2.07268;1.76195;-2.37943
16.8;0.071428571;-1.9909;2.0626;1.75071;-2.34086
16.8;0.076923077;-1.89066;2.00315;1.68978;-2.24391
16.8;0.083333333;-1.79555;1.96241;1.64737;-2.15282
16.8;0.090909091;-1.66185;1.89685;1.57979;-2.02389
16.8;0.1;-1.46339;1.80342;1.48385;-1.83118
16.8;0.111111111;-1.26502;1.74049;1.418;-1.64024
16.8;0.125;-0.979977;1.65156;1.32533;-1.36477
16.8;0.142857143;-0.623247;1.59527;1.26434;-1.0211
16.8;0.166666667;-0.118399;1.57739;1.24028;-0.534935
16.8;0.2;0.644814;1.68154;1.33596;0.19932
16.9;0.02;-0.86385;0.846284;0.545856;-1.17557
16.9;0.020408163;-0.915963;0.896482;0.596113;-1.22807
16.9;0.020833333;-1.07205;1.045;0.744985;-1.38487
16.9;0.021276596;-1.12103;1.09468;0.794711;-1.43425
16.9;0.02173913;-1.14819;1.12065;0.820655;-1.46175
16.9;0.022222222;-1.17775;1.14905;0.849033;-1.49167
16.9;0.022727273;-1.20569;1.17525;0.875204;-1.51998
16.9;0.023255814;-1.23427;1.20334;0.903261;-1.54894
16.9;0.023809524;-1.26306;1.23072;0.930596;-1.57813
16.9;0.024390244;-1.29256;1.25897;0.958795;-1.60805
16.9;0.025;-1.32259;1.28791;0.987686;-1.63851
16.9;0.025641026;-1.35529;1.31858;1.0183;-1.67167
16.9;0.026315789;-1.38954;1.3486;1.04826;-1.70641
16.9;0.027027027;-1.42012;1.37921;1.07881;-1.73749
16.9;0.027777778;-1.45221;1.4102;1.10972;-1.7701
16.9;0.028571429;-1.48446;1.4416;1.14103;-1.8029
16.9;0.029411765;-1.51717;1.47316;1.1725;-1.83619
16.9;0.03030303;-1.64502;1.61741;1.31699;-1.96495
16.9;0.03125;-1.69019;1.65076;1.35023;-2.01081
16.9;0.032258065;-1.73235;1.68106;1.38038;-2.05368
16.9;0.033333333;-1.76518;1.71592;1.41511;-2.08724
16.9;0.034482759;-1.80554;1.75156;1.4506;-2.12838
16.9;0.035714286;-1.83267;1.77888;1.47771;-2.15632
16.9;0.037037037;-1.86194;1.80894;1.50757;-2.18646
16.9;0.038461538;-1.89035;1.8373;1.53569;-2.21579
16.9;0.04;-1.9169;1.86568;1.5638;-2.24334
16.9;0.041666667;-2.02915;1.97069;1.66875;-2.35694
16.9;0.043478261;-2.04502;1.99043;1.68814;-2.37394
16.9;0.045454545;-2.05999;2.00809;1.70541;-2.39014
16.9;0.047619048;-2.06667;2.0202;1.71705;-2.39816
16.9;0.05;-2.06754;2.0278;1.72413;-2.40048
16.9;0.052631579;-2.12218;2.09508;1.791;-2.45691
