R/ro;h/ro;Error_Inner_Thin;Error_Outer_Thin;Error_Inner_Thick;Error_Outer_Thick
26.4;0.037037037;-1.21686;1.21699;1.08456;-1.35778
26.4;0.038461538;-1.20736;1.21114;1.07836;-1.34883
26.4;0.04;-1.18851;1.19815;1.065;-1.33057
26.4;0.041666667;-1.23314;1.24354;1.11006;-1.37593
26.4;0.043478261;-1.20953;1.22616;1.09223;-1.35302
26.4;0.045454545;-1.1802;1.2085;1.07408;-1.32445
26.4;0.047619048;-1.14738;1.18349;1.04853;-1.29247
26.4;0.05;-1.10942;1.15589;1.02033;-1.25543
26.4;0.052631579;-1.10838;1.17348;1.03733;-1.25547
26.4;0.055555556;-1.05805;1.13391;0.997013;-1.20629
26.4;0.058823529;-0.999371;1.09705;0.959336;-1.1489
26.4;0.0625;-0.966452;1.08576;0.947153;-1.11749
26.4;0.066666667;-0.892483;1.04041;0.900758;-1.0452
26.4;0.071428571;-0.834741;1.0182;0.877379;-0.98944
26.4;0.076923077;-0.743728;0.961584;0.819377;-0.900709
26.4;0.083333333;-0.649832;0.932702;0.788922;-0.80954
26.4;0.090909091;-0.542742;0.90099;0.755347;-0.705745
26.4;0.1;-0.393466;0.848265;0.700356;-0.560487
26.4;0.111111111;-0.249813;0.840876;0.690268;-0.421962
26.4;0.125;-0.0387415;0.828748;0.674742;-0.217497
26.4;0.142857143;0.227655;0.864562;0.70624;0.0399554
26.4;0.166666667;0.626183;0.965404;0.801366;0.425792
26.4;0.2;1.27395;1.20997;1.03803;1.05411
26.5;0.02;-0.84308;0.827596;0.699544;-0.975923
26.5;0.020408163;-0.978077;0.957752;0.829772;-1.11125
26.5;0.020833333;-0.9041;0.886117;0.757947;-1.03734
26.5;0.021276596;-1.03137;1.01138;0.883272;-1.16495
26.5;0.02173913;-1.04353;1.02242;0.894211;-1.17729
26.5;0.022222222;-1.05647;1.03632;0.908018;-1.19044
26.5;0.022727273;-1.06697;1.04688;0.918475;-1.20114
26.5;0.023255814;-1.07773;1.05771;0.929196;-1.21212
26.5;0.023809524;-1.08754;1.06744;0.938809;-1.22216
26.5;0.024390244;-1.09684;1.07693;0.948183;-1.23169
26.5;0.025;-1.10584;1.08594;0.957055;-1.24093
26.5;0.025641026;-1.11559;1.09565;0.966637;-1.25094
26.5;0.026315789;-1.1256;1.10307;0.973909;-1.26123
26.5;0.027027027;-1.13166;1.11037;0.981051;-1.26757
26.5;0.027777778;-1.13691;1.11754;0.988053;-1.27311
26.5;0.028571429;-1.14098;1.12373;0.994068;-1.27749
26.5;0.029411765;-1.14529;1.12828;0.998434;-1.28214
26.5;0.03030303;-1.21968;1.22215;1.09221;-1.35697
26.5;0.03125;-1.2328;1.2219;1.09174;-1.37048
26.5;0.032258065;-1.23353;1.22195;1.09156;-1.3716
26.5;0.033333333;-1.2336;1.22621;1.09558;-1.3721
26.5;0.034482759;-1.23076;1.22238;1.09148;-1.36971
26.5;0.035714286;-1.22506;1.21862;1.08742;-1.36448
26.5;0.037037037;-1.21182;1.21132;1.0798;-1.35174
26.5;0.038461538;-1.2016;1.2057;1.07384;-1.34208
26.5;0.04;-1.18241;1.19218;1.05995;-1.32347
26.5;0.041666667;-1.22666;1.23741;1.10485;-1.36845
26.5;0.043478261;-1.20263;1.21985;1.08684;-1.34512
26.5;0.045454545;-1.17335;1.20199;1.06849;-1.3166
26.5;0.047619048;-1.14057;1.17676;1.04271;-1.28465
26.5;0.05;-1.10212;1.14941;1.01477;-1.24712
26.5;0.052631579;-1.10166;1.16625;1.03101;-1.24775
26.5;0.055555556;-1.05018;1.12692;0.990947;-1.19741
26.5;0.058823529;-0.991494;1.08976;0.952967;-1.14
26.5;0.0625;-0.959939;1.07813;0.940448;-1.10996
26.5;0.066666667;-0.885318;1.03704;0.89831;-1.03701
26.5;0.071428571;-0.827616;1.01116;0.871269;-0.981278
26.5;0.076923077;-0.736652;0.955684;0.814406;-0.892588
26.5;0.083333333;-0.644704;0.926469;0.78362;-0.803361
26.5;0.090909091;-0.536834;0.895279;0.75057;-0.698773
26.5;0.1;-0.38776;0.843184;0.696213;-0.553704
26.5;0.111111111;-0.243048;0.83545;0.685784;-0.414101
26.5;0.125;-0.0351242;0.824171;0.671114;-0.212767
26.5;0.142857143;0.232339;0.861108;0.703741;0.0457854
26.5;0.166666667;0.630244;0.963485;0.800412;0.431041
26.5;0.2;1.27706;1.21027;1.03931;1.05848
26.6;0.02;-0.841602;0.826781;0.69964;-0.973496
26.6;0.020408163;-0.977154;0.956977;0.829907;-1.10938
26.6;0.020833333;-0.902457;0.884554;0.757293;-1.03474
26.6;0.021276596;-1.02943;1.00964;0.882437;-1.16205
26.6;0.02173913;-1.04148;1.02047;0.893176;-1.1743
26.6;0.022222222;-1.05433;1.03416;0.906773;-1.18734
26.6;0.022727273;-1.06448;1.04451;0.917011;-1.1977
26.6;0.023255814;-1.07537;1.05533;0.927728;-1.2088
26.6;0.023809524;-1.08481;1.06483;0.937106;-1.21847
26.6;0.024390244;-1.09423;1.07431;0.94647;-1.22812
26.6;0.025;-1.10284;1.0833;0.955332;-1.23697
26.6;0.025641026;-1.11245;1.09276;0.964653;-1.24684
26.6;0.026315789;-1.12231;1.10016;0.971907;-1.25697
26.6;0.027027027;-1.12764;1.1077;0.979293;-1.26258
26.6;0.027777778;-1.13328;1.11405;0.98547;-1.26852
26.6;0.028571429;-1.13717;1.11992;0.991169;-1.27272
26.6;0.029411765;-1.14098;1.12443;0.995487;-1.27686
26.6;0.03030303;-1.21483;1.21796;1.08893;-1.35116
26.6;0.03125;-1.22804;1.21734;1.08809;-1.36475
26.6;0.032258065;-1.22853;1.21826;1.08877;-1.36563
26.6;0.033333333;-1.22588;1.21825;1.08852;-1.36339
26.6;0.034482759;-1.22522;1.21724;1.08724;-1.36319
26.6;0.035714286;-1.21808;1.21372;1.08342;-1.35652
26.6;0.037037037;-1.20486;1.20523;1.07461;-1.34381
26.6;0.038461538;-1.19222;1.19794;1.06699;-1.33171
26.6;0.04;-1.17636;1.18615;1.05482;-1.31644
26.6;0.041666667;-1.22068;1.23204;1.10038;-1.36149
26.6;0.043478261;-1.1944;1.21391;1.08181;-1.3359
26.6;0.045454545;-1.16558;1.19364;1.06104;-1.30783
26.6;0.047619048;-1.13331;1.16997;1.03683;-1.27639
26.6;0.05;-1.09487;1.14238;1.00865;-1.23888
26.6;0.052631579;-1.09444;1.15947;1.02515;-1.23952
26.6;0.055555556;-1.0442;1.12043;0.985361;-1.19042
26.6;0.058823529;-0.984323;1.083;0.947112;-1.13182
26.6;0.0625;-0.95142;1.07106;0.934294;-1.10042
26.6;0.066666667;-0.877476;1.03029;0.892475;-1.02814
26.6;0.071428571;-0.82135;1.00549;0.866518;-0.973987
26.6;0.076923077;-0.72445;0.952808;0.812453;-0.879345
26.6;0.083333333;-0.637747;0.920178;0.77825;-0.795361
26.6;0.090909091;-0.534114;0.884918;0.741127;-0.695007
26.6;0.1;-0.380955;0.83703;0.690987;-0.545832
26.6;0.111111111;-0.236345;0.831103;0.68237;-0.406314
26.6;0.125;-0.0300624;0.822115;0.67;-0.206601
26.6;0.142857143;0.23696;0.857598;0.701177;0.0515399
26.6;0.166666667;0.63424;0.95976;0.79764;0.436214
26.6;0.2;1.2801;1.20625;1.03625;1.06276
26.7;0.02;-0.840799;0.825324;0.699082;-0.971757
26.7;0.020408163;-0.974817;0.954557;0.828385;-1.1061
26.7;0.020833333;-0.900874;0.882933;0.756572;-1.03222
26.7;0.021276596;-1.02754;1.00763;0.881327;-1.15922
26.7;0.02173913;-1.0395;1.01847;0.892072;-1.17137
26.7;0.022222222;-1.05247;1.03152;0.905028;-1.18454
26.7;0.022727273;-1.06276;1.04208;0.915479;-1.19503
26.7;0.023255814;-1.07282;1.0529;0.926193;-1.2053
26.7;0.023809524;-1.08214;1.06239;0.935567;-1.21485
26.7;0.024390244;-1.09143;1.0714;0.944452;-1.22437
26.7;0.025;-1.0999;1.08037;0.953298;-1.23309
26.7;0.025641026;-1.10936;1.08981;0.962602;-1.2428
26.7;0.026315789;-1.1188;1.09694;0.969581;-1.25251
26.7;0.027027027;-1.12481;1.10367;0.976151;-1.2588
26.7;0.027777778;-1.13;1.10996;0.982279;-1.26429
26.7;0.028571429;-1.13342;1.11634;0.988481;-1.26801
26.7;0.029411765;-1.13704;1.12052;0.992472;-1.27196
26.7;0.03030303;-1.21037;1.21372;1.08559;-1.34573
26.7;0.03125;-1.22335;1.21304;1.08468;-1.3591
26.7;0.032258065;-1.22325;1.21356;1.08498;-1.35939
26.7;0.033333333;-1.22068;1.21348;1.08464;-1.35723
26.7;0.034482759;-1.21974;1.21204;1.08293;-1.35675
26.7;0.035714286;-1.21268;1.20841;1.07901;-1.35015
26.7;0.037037037;-1.19915;1.1998;1.07008;-1.33713
26.7;0.038461538;-1.18617;1.19239;1.06233;-1.32469
26.7;0.04;-1.16995;1.18046;1.05002;-1.30906
26.7;0.041666667;-1.21387;1.2258;1.09504;-1.35371
26.7;0.043478261;-1.18763;1.20791;1.0767;-1.32815
26.7;0.045454545;-1.15835;1.18701;1.05531;-1.29963
26.7;0.047619048;-1.12662;1.16359;1.03135;-1.26872
26.7;0.05;-1.08769;1.13578;1.00295;-1.23071
26.7;0.052631579;-1.08727;1.15264;1.01922;-1.23137
26.7;0.055555556;-1.03585;1.11332;0.979159;-1.18107
26.7;0.058823529;-0.977213;1.07617;0.941189;-1.12371
26.7;0.0625;-0.944341;1.06518;0.929315;-1.09234
26.7;0.066666667;-0.870433;1.02016;0.883252;-1.02009
26.7;0.071428571;-0.814348;0.998343;0.860274;-0.96597
26.7;0.076923077;-0.717498;0.946023;0.806577;-0.87137
26.7;0.083333333;-0.630851;0.913831;0.772813;-0.787434
26.7;0.090909091;-0.527286;0.879091;0.736215;-0.687137
26.7;0.1;-0.375373;0.831836;0.686711;-0.539197
26.7;0.111111111;-0.232329;0.825564;0.677754;-0.40123
26.7;0.125;-0.0235555;0.816141;0.664951;-0.198999
26.7;0.142857143;0.241517;0.854034;0.698549;0.0572196
26.7;0.166666667;0.638172;0.955981;0.794804;0.44131
26.7;0.2;1.28308;1.20432;1.03527;1.06697
26.8;0.02;-0.839233;0.824394;0.699044;-0.969264
26.8;0.020408163;-0.875372;0.856522;0.731118;-1.0056
26.8;0.020833333;-0.996502;0.974318;0.848964;-1.12705
26.8;0.021276596;-1.02549;1.00598;0.880565;-1.15624
26.8;0.02173913;-1.03735;1.01662;0.891114;-1.16829
26.8;0.022222222;-1.04975;1.03012;0.904513;-1.18089
26.8;0.022727273;-1.05991;1.04025;0.914543;-1.19125
26.8;0.023255814;-1.07033;1.05063;0.924817;-1.20188
26.8;0.023809524;-1.07953;1.05989;0.933961;-1.2113
26.8;0.024390244;-1.08843;1.0689;0.942842;-1.22044
26.8;0.025;-1.09702;1.07763;0.951441;-1.22927
26.8;0.025641026;-1.10607;1.08681;0.960484;-1.23857
26.8;0.026315789;-1.11562;1.09366;0.967189;-1.24839
26.8;0.027027027;-1.12062;1.10115;0.974522;-1.25367
26.8;0.027777778;-1.12591;1.10717;0.980373;-1.25925
26.8;0.028571429;-1.12943;1.1127;0.985727;-1.26308
26.8;0.029411765;-1.13285;1.11655;0.989391;-1.26683
26.8;0.03030303;-1.20564;1.20736;1.08011;-1.34006
26.8;0.03125;-1.21476;1.2105;1.08303;-1.34955
26.8;0.032258065;-1.21837;1.20882;1.08111;-1.35356
26.8;0.033333333;-1.21553;1.20865;1.08069;-1.35114
26.8;0.034482759;-1.21432;1.20712;1.0789;-1.35037
26.8;0.035714286;-1.20696;1.20339;1.07487;-1.34347
26.8;0.037037037;-1.1935;1.19431;1.06548;-1.33052
26.8;0.038461538;-1.18018;1.18677;1.0576;-1.31774
26.8;0.04;-1.1636;1.1747;1.04516;-1.30175
26.8;0.041666667;-1.20757;1.21991;1.09003;-1.34644
26.8;0.043478261;-1.18092;1.20143;1.07111;-1.32047
26.8;0.045454545;-1.15168;1.18078;1.04997;-1.29198
26.8;0.047619048;-1.11947;1.15715;1.02581;-1.2606
26.8;0.05;-1.08057;1.12962;0.997674;-1.2226
26.8;0.052631579;-1.08017;1.14576;1.01322;-1.22328
26.8;0.055555556;-1.02877;1.10616;0.972889;-1.17301
26.8;0.058823529;-0.969518;1.06987;0.935782;-1.11503
26.8;0.0625;-0.937321;1.05862;0.923648;-1.08433
26.8;0.066666667;-0.86345;1.01396;0.877947;-1.01211
26.8;0.071428571;-0.807406;0.991848;0.854676;-0.958024
26.8;0.076923077;-0.710605;0.939953;0.801406;-0.863466
26.8;0.083333333;-0.624015;0.908265;0.76815;-0.779578
26.8;0.090909091;-0.521561;0.873209;0.731238;-0.680382
26.8;0.1;-0.369852;0.826587;0.682371;-0.532633
26.8;0.111111111;-0.227062;0.819971;0.673072;-0.394903
26.8;0.125;-0.0201253;0.811399;0.661129;-0.194491
26.8;0.142857143;0.246013;0.850417;0.695858;0.0628256
26.8;0.166666667;0.64204;0.953902;0.793662;0.446332
26.8;0.2;1.28599;1.2002;1.0321;1.0711
26.9;0.02;-0.837313;0.823799;0.69933;-0.966426
26.9;0.020408163;-0.932859;0.915989;0.791542;-1.06225
26.9;0.020833333;-0.896379;0.880942;0.756352;-1.02588
26.9;0.021276596;-1.02394;1.00427;0.879737;-1.15377
26.9;0.02173913;-1.0357;1.01472;0.89009;-1.16572
26.9;0.022222222;-1.04824;1.02801;0.903284;-1.17846
26.9;0.022727273;-1.05807;1.03815;0.913321;-1.18849
26.9;0.023255814;-1.06838;1.04831;0.923375;-1.19901
26.9;0.023809524;-1.07747;1.05758;0.932521;-1.20831
26.9;0.024390244;-1.086;1.06658;0.941404;-1.21708
26.9;0.025;-1.0942;1.07507;0.949761;-1.22552
26.9;0.025641026;-1.10284;1.08375;0.9583;-1.23441
26.9;0.026315789;-1.1103;1.09109;0.965499;-1.24214
26.9;0.027027027;-1.11762;1.09726;0.971511;-1.24974
26.9;0.027777778;-1.12159;1.10405;0.978131;-1.254
26.9;0.028571429;-1.12519;1.10872;0.982627;-1.25791
26.9;0.029411765;-1.1281;1.11253;0.986243;-1.26114
26.9;0.03030303;-1.20512;1.20506;1.07869;-1.3386
26.9;0.03125;-1.21644;1.20242;1.07583;-1.3503
26.9;0.032258065;-1.21457;1.20307;1.07624;-1.34882
26.9;0.033333333;-1.21327;1.20668;1.07961;-1.34794
26.9;0.034482759;-1.20896;1.20214;1.07479;-1.34406
26.9;0.035714286;-1.20091;1.19831;1.07068;-1.33649
26.9;0.037037037;-1.18751;1.18985;1.0619;-1.32358
26.9;0.038461538;-1.17712;1.18298;1.05469;-1.31374
26.9;0.04;-1.15774;1.16889;1.04023;-1.29493
26.9;0.041666667;-1.20088;1.21396;1.08496;-1.33879
26.9;0.043478261;-1.17426;1.19532;1.06587;-1.31286
26.9;0.045454545;-1.14556;1.17626;1.04634;-1.2849
26.9;0.047619048;-1.11239;1.15066;1.02019;-1.25255
26.9;0.05;-1.0735;1.1229;0.991843;-1.21457
26.9;0.052631579;-1.07198;1.13933;1.00767;-1.21412
26.9;0.055555556;-1.02175;1.0995;0.967103;-1.16502
26.9;0.058823529;-0.962528;1.06294;0.929727;-1.10706
26.9;0.0625;-0.930361;1.05138;0.917294;-1.07638
26.9;0.066666667;-0.856527;1.01036;0.875234;-1.0042
26.9;0.071428571;-0.798931;0.98601;0.849726;-0.948552
26.9;0.076923077;-0.703773;0.933826;0.79617;-0.855632
26.9;0.083333333;-0.616295;0.901805;0.762582;-0.770846
26.9;0.090909091;-0.510685;0.870948;0.729877;-0.668478
26.9;0.1;-0.363229;0.821283;0.677967;-0.524977
26.9;0.111111111;-0.220544;0.815459;0.669465;-0.387334
26.9;0.125;-0.0152486;0.809181;0.659823;-0.188544
26.9;0.142857143;0.248675;0.845261;0.691616;0.0665837
26.9;0.166666667;0.645847;0.950018;0.790703;0.451279
26.9;0.2;1.28884;1.19816;1.031;1.07516
27;0.02;-0.836068;0.822757;0.699161;-0.964273
27;0.020408163;-0.968366;0.951721;0.828191;-1.09689
27;0.020833333;-0.897332;0.874484;0.750759;-1.02592
27;0.021276596;-1.02223;1.0023;0.878637;-1.15115
27;0.02173913;-1.03367;1.01276;0.889;-1.16277
27;0.022222222;-1.04587;1.02606;0.902206;-1.17517
27;0.022727273;-1.05582;1.03577;0.911812;-1.18532
27;0.023255814;-1.06576;1.04594;0.921868;-1.19548
27;0.023809524;-1.07472;1.05497;0.930784;-1.20465
27;0.024390244;-1.08337;1.06374;0.939425;-1.21353
27;0.025;-1.09143;1.07221;0.947772;-1.22183
27;0.025641026;-1.09966;1.08088;0.956301;-1.23031
27;0.026315789;-1.10724;1.08796;0.963232;-1.23815
27;0.027027027;-1.11383;1.09411;0.969225;-1.24503
27;0.027777778;-1.1179;1.10033;0.975283;-1.24939
27;0.028571429;-1.12132;1.10497;0.979741;-1.25311
27;0.029411765;-1.12371;1.10873;0.983318;-1.25583
27;0.03030303;-1.19732;1.20094;1.07544;-1.32987
27;0.03125;-1.20632;1.20038;1.07466;-1.33925
27;0.032258065;-1.20947;1.19852;1.07256;-1.34278
27;0.033333333;-1.20754;1.20206;1.07586;-1.34127
27;0.034482759;-1.20402;1.1971;1.07063;-1.33819
27;0.035714286;-1.19569;1.19318;1.06641;-1.33032
27;0.037037037;-1.18158;1.18461;1.05753;-1.31672
27;0.038461538;-1.17125;1.17763;1.05021;-1.30693
27;0.04;-1.15151;1.16342;1.03562;-1.28776
27;0.041666667;-1.1947;1.20795;1.07982;-1.33167
27;0.043478261;-1.16767;1.18915;1.06057;-1.30531
27;0.045454545;-1.139;1.16991;1.04085;-1.27739
27;0.047619048;-1.10536;1.14411;1.01452;-1.24457
27;0.05;-1.06649;1.11663;0.986438;-1.20661
27;0.052631579;-1.06499;1.13285;1.00206;-1.20618
27;0.055555556;-1.01418;1.09332;0.9618;-1.15648
27;0.058823529;-0.955595;1.05652;0.924189;-1.09916
27;0.0625;-0.922081;1.04471;0.911497;-1.06713
27;0.066666667;-0.848924;1.00338;0.869134;-0.995618
27;0.071428571;-0.792107;0.979404;0.843998;-0.940745
27;0.076923077;-0.696999;0.927645;0.79087;-0.847868
27;0.083333333;-0.611469;0.896129;0.75779;-0.765023
27;0.090909091;-0.504038;0.865876;0.725693;-0.660821
27;0.1;-0.357828;0.815924;0.673499;-0.518554
27;0.111111111;-0.216709;0.810893;0.665795;-0.382464
27;0.125;-0.00892462;0.801755;0.653294;-0.181159
27;0.142857143;0.254819;0.843024;0.690289;0.0738196
27;0.166666667;0.649591;0.947836;0.789439;0.456154
27;0.2;1.29163;1.19607;1.02984;1.07914
27.1;0.02;-0.835084;0.821076;0.698341;-0.962393
27.1;0.020408163;-0.871396;0.852698;0.729908;-0.998901
27.1;0.020833333;-0.99078;0.96979;0.847047;-1.11859
27.1;0.021276596;-1.01969;1.00028;0.877473;-1.14771
27.1;0.02173913;-1.03101;1.01075;0.887847;-1.15922
27.1;0.022222222;-1.04355;1.0232;0.900199;-1.17195
27.1;0.022727273;-1.05315;1.03312;0.910018;-1.18174
27.1;0.023255814;-1.06272;1.04351;0.920297;-1.19153
27.1;0.023809524;-1.07154;1.05231;0.928983;-1.20056
27.1;0.024390244;-1.08004;1.06083;0.937383;-1.20929
27.1;0.025;-1.08794;1.06906;0.945476;-1.21744
27.1;0.025641026;-1.09654;1.07796;0.954238;-1.22628
27.1;0.026315789;-1.1056;1.08451;0.960644;-1.23561
27.1;0.027027027;-1.11066;1.09037;0.966347;-1.24095
27.1;0.027777778;-1.11544;1.09629;0.972099;-1.24601
27.1;0.028571429;-1.1178;1.10171;0.977348;-1.24868
27.1;0.029411765;-1.12062;1.10517;0.980614;-1.25182
27.1;0.03030303;-1.19181;1.1947;1.07006;-1.32344
27.1;0.03125;-1.20087;1.19706;1.0722;-1.33288
27.1;0.032258065;-1.20476;1.19392;1.06882;-1.33716
27.1;0.033333333;-1.20258;1.19706;1.07171;-1.33538
27.1;0.034482759;-1.19841;1.19201;1.06639;-1.33165
27.1;0.035714286;-1.19014;1.18764;1.06173;-1.32385
27.1;0.037037037;-1.17689;1.17896;1.05273;-1.3111
27.1;0.038461538;-1.16585;1.17185;1.04528;-1.3006
27.1;0.04;-1.14533;1.1575;1.03056;-1.28065
27.1;0.041666667;-1.18812;1.20189;1.07462;-1.32416
27.1;0.043478261;-1.16113;1.18292;1.0552;-1.29784
27.1;0.045454545;-1.13201;1.16351;1.03531;-1.26946
27.1;0.047619048;-1.0989;1.13798;1.00924;-1.23718
27.1;0.05;-1.05954;1.10981;0.980476;-1.19872
27.1;0.052631579;-1.05864;1.12579;0.995869;-1.19887
27.1;0.055555556;-1.00728;1.08709;0.956434;-1.14863
27.1;0.058823529;-0.948076;1.04948;0.918004;-1.09069
27.1;0.0625;-0.915927;1.0386;0.906255;-1.06002
27.1;0.066666667;-0.842118;0.994362;0.860976;-0.987846
27.1;0.071428571;-0.785342;0.973456;0.83892;-0.933007
27.1;0.076923077;-0.690284;0.921409;0.785505;-0.840173
27.1;0.083333333;-0.604811;0.890398;0.752934;-0.757376
27.1;0.090909091;-0.498491;0.85983;0.720524;-0.654276
27.1;0.1;-0.352485;0.810512;0.668968;-0.512201
27.1;0.111111111;-0.211622;0.806275;0.662063;-0.37635
27.1;0.125;-0.0056752;0.798143;0.650574;-0.176864
27.1;0.142857143;0.259132;0.837763;0.685925;0.0792093
27.1;0.166666667;0.653274;0.942097;0.784602;0.460955
27.1;0.2;1.29708;1.19393;1.02862;1.08577
27.2;0.02;-0.834569;0.81934;0.697458;-0.96099
27.2;0.020408163;-0.869552;0.850982;0.729045;-0.996168
27.2;0.020833333;-0.988842;0.968104;0.846212;-1.11577
27.2;0.021276596;-1.01765;0.998408;0.876452;-1.14477
27.2;0.02173913;-1.02887;1.00868;0.88663;-1.15618
27.2;0.022222222;-1.04129;1.02114;0.898993;-1.16879
27.2;0.022727273;-1.05077;1.03085;0.908603;-1.17847
27.2;0.023255814;-1.06022;1.04102;0.918662;-1.18813
27.2;0.023809524;-1.06891;1.04983;0.92735;-1.19703
27.2;0.024390244;-1.07727;1.05811;0.935514;-1.20563
27.2;0.025;-1.08503;1.06633;0.943603;-1.21362
27.2;0.025641026;-1.09347;1.07498;0.95211;-1.22232
27.2;0.026315789;-1.1021;1.08126;0.958249;-1.23121
27.2;0.027027027;-1.10727;1.0871;0.963933;-1.23665
27.2;0.027777778;-1.11157;1.09273;0.969394;-1.24125
27.2;0.028571429;-1.11404;1.09813;0.974613;-1.24401
27.2;0.029411765;-1.11666;1.10126;0.97756;-1.24695
27.2;0.03030303;-1.18763;1.19048;1.06668;-1.31836
27.2;0.03125;-1.19614;1.19278;1.06877;-1.32723
27.2;0.032258065;-1.19875;1.19052;1.06627;-1.33023
27.2;0.033333333;-1.1952;1.18941;1.06491;-1.32709
27.2;0.034482759;-1.19322;1.1872;1.06243;-1.32555
27.2;0.035714286;-1.18465;1.1824;1.05734;-1.31744
27.2;0.037037037;-1.17147;1.17325;1.04787;-1.30476
27.2;0.038461538;-1.15641;1.16488;1.03917;-1.29023
27.2;0.04;-1.13921;1.15191;1.02582;-1.27361
27.2;0.041666667;-1.18116;1.19496;1.06854;-1.31627
27.2;0.043478261;-1.15605;1.17621;1.04935;-1.29183
27.2;0.045454545;-1.12557;1.15749;1.03015;-1.26209
27.2;0.047619048;-1.09199;1.13179;1.0039;-1.22933
27.2;0.05;-1.05265;1.10342;0.974943;-1.19089
27.2;0.052631579;-1.05119;1.1192;0.99013;-1.19049
27.2;0.055555556;-1.00043;1.08026;0.950454;-1.14084
27.2;0.058823529;-0.941259;1.04295;0.912338;-1.08292
27.2;0.0625;-0.908452;1.03182;0.90033;-1.05159
27.2;0.066666667;-0.835369;0.98794;0.855412;-0.98014
27.2;0.071428571;-0.778635;0.96674;0.833065;-0.925337
27.2;0.076923077;-0.683627;0.915118;0.780078;-0.832545
27.2;0.083333333;-0.598211;0.883775;0.747176;-0.749798
27.2;0.090909091;-0.493002;0.853731;0.715293;-0.6478
27.2;0.1;-0.34604;0.806064;0.665393;-0.504754
27.2;0.111111111;-0.205281;0.801604;0.658269;-0.36899
27.2;0.125;-0.000977212;0.795768;0.649085;-0.171128
27.2;0.142857143;0.263385;0.835424;0.684477;0.0845287
27.2;0.166666667;0.656897;0.941567;0.784975;0.465686
27.2;0.2;1.29974;1.19174;1.02734;1.08961
27.3;0.02;-0.832668;0.818721;0.697684;-0.958211
27.3;0.020408163;-0.868185;0.84981;0.728716;-0.993922
27.3;0.020833333;-0.987175;0.966364;0.845315;-1.11322
27.3;0.021276596;-1.01567;0.996482;0.875368;-1.14191
27.3;0.02173913;-1.02677;1.00677;0.885561;-1.1532
27.3;0.022222222;-1.03863;1.01946;0.898157;-1.16524
27.3;0.022727273;-1.04797;1.02898;0.907567;-1.17479
27.3;0.023255814;-1.05777;1.03871;0.917191;-1.1848
27.3;0.023809524;-1.06608;1.04729;0.925654;-1.19332
27.3;0.024390244;-1.0743;1.05558;0.93382;-1.20177
27.3;0.025;-1.08191;1.06356;0.941667;-1.20962
27.3;0.025641026;-1.0902;1.07195;0.94992;-1.21815
27.3;0.026315789;-1.09894;1.07822;0.956047;-1.22716
27.3;0.027027027;-1.10309;1.08458;0.962246;-1.23158
27.3;0.027777778;-1.10748;1.08993;0.967437;-1.23625
27.3;0.028571429;-1.11003;1.09449;0.971814;-1.23911
27.3;0.029411765;-1.11244;1.09759;0.97473;-1.24184
27.3;0.03030303;-1.18319;1.18619;1.06324;-1.31302
27.3;0.03125;-1.19146;1.18844;1.06527;-1.32165
27.3;0.032258065;-1.19381;1.18581;1.0624;-1.3244
27.3;0.033333333;-1.18999;1.18462;1.06096;-1.32098
27.3;0.034482759;-1.18772;1.18234;1.05841;-1.31914
27.3;0.035714286;-1.17921;1.17745;1.05323;-1.3111
27.3;0.037037037;-1.16571;1.16821;1.04367;-1.29809
27.3;0.038461538;-1.1507;1.15937;1.03449;-1.28362
27.3;0.04;-1.13315;1.14628;1.02103;-1.26663
27.3;0.041666667;-1.1747;1.1892;1.06362;-1.30889
27.3;0.043478261;-1.14916;1.17031;1.04428;-1.28402
27.3;0.045454545;-1.11869;1.15143;1.02492;-1.2543
27.3;0.047619048;-1.08514;1.12554;0.998499;-1.22155
27.3;0.05;-1.04582;1.09698;0.969347;-1.18313
27.3;0.052631579;-1.04438;1.11307;0.984847;-1.18274
27.3;0.055555556;-0.993641;1.07337;0.94441;-1.13312
27.3;0.058823529;-0.934499;1.03696;0.907193;-1.07523
27.3;0.0625;-0.902411;1.02498;0.894341;-1.04461
27.3;0.066666667;-0.828677;0.98412;0.852446;-0.972502
27.3;0.071428571;-0.771984;0.959971;0.827147;-0.917734
27.3;0.076923077;-0.67789;0.908775;0.774588;-0.825851
27.3;0.083333333;-0.591668;0.879616;0.743875;-0.742286
27.3;0.090909091;-0.48757;0.848499;0.710921;-0.641391
27.3;0.1;-0.340813;0.800546;0.660739;-0.498537
27.3;0.111111111;-0.20031;0.795744;0.653275;-0.363013
27.3;0.125;0.00516995;0.793343;0.647535;-0.163951
27.3;0.142857143;0.267579;0.831547;0.681481;0.0897786
27.3;0.166666667;0.660461;0.939234;0.783533;0.470345
27.3;0.2;1.30234;1.1895;1.02601;1.09337
27.4;0.02;-0.831646;0.817269;0.697066;-0.956319
27.4;0.020408163;-0.963222;0.9438;0.823657;-1.08821
27.4;0.020833333;-0.889033;0.871856;0.751528;-1.01408
27.4;0.021276596;-1.01374;0.99471;0.874429;-1.1391
27.4;0.02173913;-1.02474;1.00459;0.884219;-1.15029
27.4;0.022222222;-1.03648;1.0173;0.896827;-1.16222
27.4;0.022727273;-1.04571;1.0266;0.906027;-1.17165
27.4;0.023255814;-1.05514;1.03634;0.915658;-1.18129
